seed,algo,t_ms,hv_now,bsf_hv
17,MOEA/D,1185.804,0.5116139024081677,0.5116139024081677
17,MOEA/D,1236.747,0.5155224184322822,0.5155224184322822
17,MOEA/D,1288.169,0.5155224184322822,0.5155224184322822
17,MOEA/D,1339.523,0.5158985662342456,0.5158985662342456
17,MOEA/D,1391.534,0.518432604936431,0.518432604936431
17,MOEA/D,1443.278,0.5205363994975691,0.5205363994975691
17,MOEA/D,1494.484,0.5124710338895815,0.5205363994975691
17,MOEA/D,1545.717,0.5136500078497377,0.5205363994975691
17,MOEA/D,1597.061,0.5146204915227016,0.5205363994975691
17,MOEA/D,1648.236,0.5182077676178413,0.5205363994975691
17,MOEA/D,1682.781,0.545558624527114,0.545558624527114
17,MOEA/D,1748.33,0.5463077852576234,0.5463077852576234
17,MOEA/D,1794.64,0.5541449687226727,0.5541449687226727
17,MOEA/D,1841.033,0.554267701086226,0.554267701086226
17,MOEA/D,1887.743,0.5541901616789533,0.554267701086226
17,MOEA/D,1935.783,0.5544199722344411,0.5544199722344411
17,MOEA/D,1998.694,0.5770285446621797,0.5770285446621797
17,MOEA/D,2045.365,0.5561130873030531,0.5770285446621797
17,MOEA/D,2092.425,0.5561392244160188,0.5770285446621797
17,MOEA/D,2139.001,0.5615777389878194,0.5770285446621797
17,MOEA/D,2186.227,0.5673155501949068,0.5770285446621797
17,MOEA/D,2249.77,0.5735502902818368,0.5770285446621797
17,MOEA/D,2298.421,0.573576988875536,0.5770285446621797
17,MOEA/D,2346.276,0.5751454697881864,0.5770285446621797
17,MOEA/D,2394.131,0.574474437885892,0.5770285446621797
17,MOEA/D,2440.958,0.5909006045444789,0.5909006045444789
17,MOEA/D,2488.162,0.5924056972110225,0.5924056972110225
17,MOEA/D,2535.504,0.5924331950359722,0.5924331950359722
17,MOEA/D,2598.035,0.5943449215603587,0.5943449215603587
17,MOEA/D,2646.706,0.5943449215603587,0.5943449215603587
17,MOEA/D,2694.022,0.5945294820072842,0.5945294820072842
17,MOEA/D,2741.909,0.5942271473278686,0.5945294820072842
17,MOEA/D,2789.403,0.6094616360677741,0.6094616360677741
17,MOEA/D,2837.873,0.6094801059493706,0.6094801059493706
17,MOEA/D,2885.598,0.6093379886331407,0.6094801059493706
17,MOEA/D,2949.236,0.6094031671447964,0.6094801059493706
17,MOEA/D,2996.53,0.6093754818227212,0.6094801059493706
17,MOEA/D,3044.776,0.6093413174219628,0.6094801059493706
17,MOEA/D,3092.164,0.6097486151946336,0.6097486151946336
17,MOEA/D,3139.731,0.610348580264293,0.610348580264293
17,MOEA/D,3186.393,0.6108540735129937,0.6108540735129937
17,MOEA/D,3217.937,0.6009627690517491,0.6108540735129937
18,AW-NSGA-II,49.322,0.0,0.0
18,AW-NSGA-II,98.182,0.0,0.0
18,AW-NSGA-II,148.046,0.0,0.0
18,AW-NSGA-II,197.822,0.017689678740381895,0.017689678740381895
18,AW-NSGA-II,246.949,0.027524961783316565,0.027524961783316565
18,AW-NSGA-II,296.253,0.12278771682688312,0.12278771682688312
18,AW-NSGA-II,346.879,0.2245535018647034,0.2245535018647034
18,AW-NSGA-II,397.052,0.2560612888933359,0.2560612888933359
18,AW-NSGA-II,447.881,0.3096632395728781,0.3096632395728781
18,AW-NSGA-II,499.728,0.3292238563236991,0.3292238563236991
18,AW-NSGA-II,546.304,0.3947131738188828,0.3947131738188828
18,AW-NSGA-II,599.668,0.41851077451074503,0.41851077451074503
18,AW-NSGA-II,649.942,0.4401464417566925,0.4401464417566925
18,AW-NSGA-II,695.555,0.5080583483167729,0.5080583483167729
18,AW-NSGA-II,749.919,0.5559808306440599,0.5559808306440599
18,AW-NSGA-II,796.448,0.5827222171714661,0.5827222171714661
18,AW-NSGA-II,830.246,0.5900244127598455,0.5900244127598455
18,MOEA/D,48.429,0.0,0.0
18,MOEA/D,96.779,0.0,0.0
18,MOEA/D,144.689,0.0,0.0
18,MOEA/D,192.547,0.0,0.0
18,MOEA/D,240.618,0.003417007949295969,0.003417007949295969
18,MOEA/D,289.325,0.010758885539038539,0.010758885539038539
18,MOEA/D,337.589,0.02864773019991647,0.02864773019991647
18,MOEA/D,385.64,0.0750107675272615,0.0750107675272615
18,MOEA/D,448.067,0.12844431886823604,0.12844431886823604
18,MOEA/D,495.874,0.1518781047110575,0.1518781047110575
18,MOEA/D,544.019,0.173413548871613,0.173413548871613
18,MOEA/D,591.714,0.22916742038558935,0.22916742038558935
18,MOEA/D,639.392,0.260054917542036,0.260054917542036
18,MOEA/D,687.605,0.3213723531130478,0.3213723531130478
18,MOEA/D,735.447,0.35272779534679577,0.35272779534679577
18,MOEA/D,799.772,0.3539227928942808,0.3539227928942808
18,MOEA/D,848.549,0.36687575136597034,0.36687575136597034
18,MOEA/D,896.387,0.38464228887623503,0.38464228887623503
18,MOEA/D,944.125,0.42974895692385556,0.42974895692385556
18,MOEA/D,992.238,0.4238345977300061,0.42974895692385556
18,MOEA/D,1040.674,0.4369410540177269,0.4369410540177269
18,MOEA/D,1088.725,0.4598075884626939,0.4598075884626939
18,MOEA/D,1137.419,0.47936357846348143,0.47936357846348143
18,MOEA/D,1184.883,0.49867544895395316,0.49867544895395316
18,MOEA/D,1248.194,0.5283856826115199,0.5283856826115199
18,MOEA/D,1296.024,0.5407193669963839,0.5407193669963839
18,MOEA/D,1344.066,0.5404977337981401,0.5407193669963839
18,MOEA/D,1391.638,0.5414220044488582,0.5414220044488582
18,MOEA/D,1438.623,0.5439140177088908,0.5439140177088908
18,MOEA/D,1485.976,0.5430854038967646,0.5439140177088908
18,MOEA/D,1549.814,0.545285188908132,0.545285188908132
18,MOEA/D,1597.356,0.5499197661690626,0.5499197661690626
18,MOEA/D,1644.448,0.5591020125624968,0.5591020125624968
18,MOEA/D,1691.037,0.5618306292673679,0.5618306292673679
18,MOEA/D,1738.712,0.5642813317920297,0.5642813317920297
18,MOEA/D,1785.843,0.5657279454081867,0.5657279454081867
18,MOEA/D,1849.474,0.5952835032931891,0.5952835032931891
18,MOEA/D,1896.55,0.6147180742748217,0.6147180742748217
18,MOEA/D,1947.311,0.6681691756251829,0.6681691756251829
18,MOEA/D,1996.067,0.6918114303952912,0.6918114303952912
18,MOEA/D,2044.576,0.7082229193668412,0.7082229193668412
18,MOEA/D,2092.834,0.7070640728038554,0.7082229193668412
18,MOEA/D,2140.013,0.7237052426288606,0.7237052426288606
18,MOEA/D,2187.213,0.7558731662453665,0.7558731662453665
18,MOEA/D,2234.216,0.7877685950427626,0.7877685950427626
18,MOEA/D,2297.457,0.8322524902698083,0.8322524902698083
18,MOEA/D,2344.066,0.9033661519604328,0.9033661519604328
18,MOEA/D,2392.131,0.9139317978082255,0.9139317978082255
18,MOEA/D,2440.226,0.9167284185543739,0.9167284185543739
18,MOEA/D,2488.013,0.9173572262646174,0.9173572262646174
18,MOEA/D,2536.266,0.9364550230294918,0.9364550230294918
18,MOEA/D,2585.431,0.9404791960210477,0.9404791960210477
18,MOEA/D,2634.146,0.9269381380114526,0.9404791960210477
18,MOEA/D,2683.304,0.9611688203166919,0.9611688203166919
18,MOEA/D,2749.293,0.9615945384684577,0.9615945384684577
18,MOEA/D,2798.086,0.9619026851580168,0.9619026851580168
18,MOEA/D,2849.052,0.9621014161516945,0.9621014161516945
18,MOEA/D,2883.219,0.9620995331049648,0.9621014161516945
18,MOEA/D,2936.149,0.962062624675245,0.9621014161516945
18,MOEA/D,2985.51,0.9626953561377636,0.9626953561377636
18,MOEA/D,3034.235,0.9630238379935938,0.9630238379935938
18,MOEA/D,3099.651,0.9630238379935938,0.9630238379935938
18,MOEA/D,3131.852,0.9630238379935938,0.9630238379935938
18,MOEA/D,3199.426,0.9631042606732485,0.9631042606732485
18,MOEA/D,3214.08,0.9631042606732485,0.9631042606732485
19,AW-NSGA-II,47.111,0.0,0.0
19,AW-NSGA-II,96.769,0.0,0.0
19,AW-NSGA-II,149.127,0.0,0.0
19,AW-NSGA-II,196.258,0.0037962688693286193,0.0037962688693286193
19,AW-NSGA-II,245.65,0.025594387187535924,0.025594387187535924
19,AW-NSGA-II,296.109,0.09340979529604446,0.09340979529604446
19,AW-NSGA-II,347.009,0.2609930164203387,0.2609930164203387
19,AW-NSGA-II,396.542,0.2824459552380925,0.2824459552380925
19,AW-NSGA-II,448.037,0.3408779644318568,0.3408779644318568
19,AW-NSGA-II,495.33,0.37580549938978103,0.37580549938978103
19,AW-NSGA-II,548.984,0.4259979216102223,0.4259979216102223
19,AW-NSGA-II,596.524,0.4728344826956177,0.4728344826956177
19,AW-NSGA-II,648.185,0.4871052972977169,0.4871052972977169
19,AW-NSGA-II,695.642,0.5102892993767008,0.5102892993767008
19,AW-NSGA-II,747.564,0.5186461466159087,0.5186461466159087
19,AW-NSGA-II,796.527,0.5324054731385162,0.5324054731385162
19,AW-NSGA-II,847.005,0.5462923144329623,0.5462923144329623
19,AW-NSGA-II,871.683,0.5825045451143831,0.5825045451143831
19,MOEA/D,49.558,0.0,0.0
19,MOEA/D,98.831,0.0,0.0
19,MOEA/D,148.285,0.0,0.0
19,MOEA/D,196.195,0.006791687840353738,0.006791687840353738
19,MOEA/D,243.893,0.037808119246422876,0.037808119246422876
19,MOEA/D,291.175,0.06330992714752337,0.06330992714752337
19,MOEA/D,339.927,0.10946717938394672,0.10946717938394672
19,MOEA/D,388.969,0.14936592672519805,0.14936592672519805
19,MOEA/D,438.119,0.15879002047726534,0.15879002047726534
19,MOEA/D,486.516,0.19129275646769023,0.19129275646769023
19,MOEA/D,535.132,0.24511146716530996,0.24511146716530996
19,MOEA/D,599.258,0.2996589710611608,0.2996589710611608
19,MOEA/D,647.572,0.34944793842961264,0.34944793842961264
19,MOEA/D,694.872,0.39179087142182933,0.39179087142182933
19,MOEA/D,742.094,0.41581894195425206,0.41581894195425206
19,MOEA/D,789.86,0.42854395068739026,0.42854395068739026
19,MOEA/D,838.438,0.47248643848751504,0.47248643848751504
19,MOEA/D,892.396,0.47943148371309163,0.47943148371309163
19,MOEA/D,939.559,0.5215560316126301,0.5215560316126301
19,MOEA/D,986.561,0.5649112754350404,0.5649112754350404
19,MOEA/D,1049.218,0.583100034504123,0.583100034504123
19,MOEA/D,1095.567,0.5915403908183816,0.5915403908183816
19,MOEA/D,1142.081,0.6075486032314084,0.6075486032314084
19,MOEA/D,1191.809,0.6075486032314084,0.6075486032314084
19,MOEA/D,1240.309,0.6101200019811884,0.6101200019811884
19,MOEA/D,1289.324,0.6452985507296858,0.6452985507296858
19,MOEA/D,1335.815,0.645322266650751,0.645322266650751
19,MOEA/D,1399.28,0.6343464333822396,0.645322266650751
19,MOEA/D,1434.769,0.6344675883136617,0.645322266650751
19,MOEA/D,1484.481,0.6915262289174935,0.6915262289174935
19,MOEA/D,1548.537,0.6979262717470658,0.6979262717470658
19,MOEA/D,1594.114,0.698775636644942,0.698775636644942
19,MOEA/D,1641.116,0.6779142505326414,0.698775636644942
19,MOEA/D,1689.637,0.6781602879026367,0.698775636644942
19,MOEA/D,1737.332,0.691724714653043,0.698775636644942
19,MOEA/D,1784.985,0.7087747680504836,0.7087747680504836
19,MOEA/D,1847.3,0.7093134575907993,0.7093134575907993
19,MOEA/D,1893.565,0.7099645463376789,0.7099645463376789
19,MOEA/D,1940.426,0.7104649763538617,0.7104649763538617
19,MOEA/D,1987.664,0.7485987697913881,0.7485987697913881
19,MOEA/D,2049.449,0.7358685712702275,0.7485987697913881
19,MOEA/D,2095.985,0.7415908209041322,0.7485987697913881
19,MOEA/D,2143.275,0.7397424240100391,0.7485987697913881
19,MOEA/D,2192.339,0.7394692525519991,0.7485987697913881
19,MOEA/D,2240.952,0.7420967403572851,0.7485987697913881
19,MOEA/D,2288.595,0.7448743227911905,0.7485987697913881
19,MOEA/D,2334.694,0.7467819779598334,0.7485987697913881
19,MOEA/D,2396.58,0.8228723099713398,0.8228723099713398
19,MOEA/D,2442.71,0.822962555003256,0.822962555003256
19,MOEA/D,2492.469,0.8230060383541379,0.8230060383541379
19,MOEA/D,2540.105,0.8230060383541379,0.8230060383541379
19,MOEA/D,2586.539,0.8380597416507121,0.8380597416507121
19,MOEA/D,2648.169,0.8256335564516625,0.8380597416507121
19,MOEA/D,2695.055,0.8257271797099015,0.8380597416507121
19,MOEA/D,2742.891,0.8264060532146315,0.8380597416507121
19,MOEA/D,2790.089,0.8397287138761437,0.8397287138761437
19,MOEA/D,2838.127,0.8476956652723422,0.8476956652723422
19,MOEA/D,2885.625,0.8479681308703746,0.8479681308703746
19,MOEA/D,2948.945,0.850012891909788,0.850012891909788
19,MOEA/D,2996.865,0.850056377029615,0.850056377029615
19,MOEA/D,3044.239,0.8497021667573788,0.850056377029615
19,MOEA/D,3091.685,0.8501700487475978,0.8501700487475978
19,MOEA/D,3138.913,0.8508378516096926,0.8508378516096926
19,MOEA/D,3171.094,0.8501700487475978,0.8508378516096926
20,AW-NSGA-II,46.851,0.0,0.0
20,AW-NSGA-II,98.265,0.0,0.0
20,AW-NSGA-II,148.674,0.0,0.0
20,AW-NSGA-II,197.886,0.005566620184607895,0.005566620184607895
20,AW-NSGA-II,247.724,0.0184850122284037,0.0184850122284037
20,AW-NSGA-II,297.043,0.030836926160306467,0.030836926160306467
20,AW-NSGA-II,347.62,0.03472591215619051,0.03472591215619051
20,AW-NSGA-II,397.432,0.047690232665050715,0.047690232665050715
20,AW-NSGA-II,447.786,0.06802129400567605,0.06802129400567605
20,AW-NSGA-II,499.355,0.09215337844974786,0.09215337844974786
20,AW-NSGA-II,549.895,0.11226872543466654,0.11226872543466654
20,AW-NSGA-II,596.757,0.11968735206096025,0.11968735206096025
20,AW-NSGA-II,647.35,0.13241120441069262,0.13241120441069262
20,AW-NSGA-II,697.355,0.15187403432501345,0.15187403432501345
20,AW-NSGA-II,748.675,0.17046608128954077,0.17046608128954077
20,AW-NSGA-II,798.618,0.17527631379708608,0.17527631379708608
20,AW-NSGA-II,836.241,0.19596310553486898,0.19596310553486898
20,MOEA/D,47.66,0.0,0.0
20,MOEA/D,95.248,0.0,0.0
20,MOEA/D,143.281,0.0,0.0
20,MOEA/D,191.058,0.0,0.0
20,MOEA/D,238.0,0.0,0.0
20,MOEA/D,285.071,0.005854138974880571,0.005854138974880571
20,MOEA/D,347.726,0.02383895348066736,0.02383895348066736
20,MOEA/D,395.669,0.07570305301268393,0.07570305301268393
20,MOEA/D,444.083,0.11932433064151066,0.11932433064151066
20,MOEA/D,492.005,0.1353565341110605,0.1353565341110605
20,MOEA/D,539.157,0.13965804079513028,0.13965804079513028
20,MOEA/D,596.746,0.16216643524716595,0.16216643524716595
20,MOEA/D,649.669,0.19539531724211406,0.19539531724211406
20,MOEA/D,696.755,0.20479039385815717,0.20479039385815717
20,MOEA/D,744.315,0.22270896607263038,0.22270896607263038
20,MOEA/D,789.349,0.22864935009940301,0.22864935009940301
20,MOEA/D,837.113,0.23066074311964724,0.23066074311964724
20,MOEA/D,899.299,0.2764198936884786,0.2764198936884786
20,MOEA/D,947.406,0.28927552705985876,0.28927552705985876
20,MOEA/D,994.961,0.29250710405700114,0.29250710405700114
20,MOEA/D,1041.713,0.29341689583386765,0.29341689583386765
20,MOEA/D,1091.301,0.3021231262590976,0.3021231262590976
20,MOEA/D,1139.314,0.3021231262590976,0.3021231262590976
20,MOEA/D,1186.089,0.30909671429246705,0.30909671429246705
20,MOEA/D,1249.16,0.34391062025922603,0.34391062025922603
20,MOEA/D,1296.111,0.3816861914477475,0.3816861914477475
20,MOEA/D,1342.527,0.3821302090103068,0.3821302090103068
20,MOEA/D,1390.423,0.40601997605928486,0.40601997605928486
20,MOEA/D,1438.455,0.4074545025886733,0.4074545025886733
20,MOEA/D,1485.485,0.43389875423028207,0.43389875423028207
20,MOEA/D,1547.803,0.4802067980987461,0.4802067980987461
20,MOEA/D,1594.738,0.49814463162222083,0.49814463162222083
20,MOEA/D,1641.143,0.5012925141503599,0.5012925141503599
20,MOEA/D,1688.022,0.49887903073010553,0.5012925141503599
20,MOEA/D,1737.989,0.49887903073010553,0.5012925141503599
20,MOEA/D,1787.064,0.4994766924326312,0.5012925141503599
20,MOEA/D,1849.597,0.4994765095349333,0.5012925141503599
20,MOEA/D,1888.652,0.5256421668147084,0.5256421668147084
20,MOEA/D,1949.539,0.5355819390185205,0.5355819390185205
20,MOEA/D,1996.515,0.5356958930969331,0.5356958930969331
20,MOEA/D,2042.966,0.5377777269140943,0.5377777269140943
20,MOEA/D,2089.789,0.5377777269140943,0.5377777269140943
20,MOEA/D,2136.308,0.5378787026488565,0.5378787026488565
20,MOEA/D,2198.531,0.5384191820405191,0.5384191820405191
20,MOEA/D,2246.155,0.5384191820405191,0.5384191820405191
20,MOEA/D,2293.768,0.5426127406711702,0.5426127406711702
20,MOEA/D,2342.232,0.5429047641488954,0.5429047641488954
20,MOEA/D,2391.05,0.5429047641488954,0.5429047641488954
20,MOEA/D,2439.895,0.6036507858107604,0.6036507858107604
20,MOEA/D,2487.686,0.6048238841031583,0.6048238841031583
20,MOEA/D,2537.776,0.6048238841031583,0.6048238841031583
20,MOEA/D,2586.91,0.6068258864347865,0.6068258864347865
20,MOEA/D,2636.433,0.6092494644692226,0.6092494644692226
20,MOEA/D,2685.514,0.6119475708955826,0.6119475708955826
20,MOEA/D,2733.733,0.6167426657047427,0.6167426657047427
20,MOEA/D,2799.477,0.6188700204270855,0.6188700204270855
20,MOEA/D,2839.146,0.6193525378594724,0.6193525378594724
20,MOEA/D,2888.661,0.6212253128541992,0.6212253128541992
20,MOEA/D,2934.442,0.622360063169221,0.622360063169221
20,MOEA/D,2995.92,0.6243090081918283,0.6243090081918283
20,MOEA/D,3042.546,0.6272423525481376,0.6272423525481376
20,MOEA/D,3090.438,0.63021264684717,0.63021264684717
20,MOEA/D,3137.76,0.6303896450203984,0.6303896450203984
20,MOEA/D,3184.289,0.6563782083485111,0.6563782083485111
21,AW-NSGA-II,47.206,0.0,0.0
21,AW-NSGA-II,98.046,0.0,0.0
21,AW-NSGA-II,145.818,0.0,0.0
21,AW-NSGA-II,198.413,0.0006725682881687845,0.0006725682881687845
21,AW-NSGA-II,249.223,0.024854063300391874,0.024854063300391874
21,AW-NSGA-II,299.714,0.05543530230355062,0.05543530230355062
21,AW-NSGA-II,348.697,0.07386099886399282,0.07386099886399282
21,AW-NSGA-II,398.773,0.10185242938026184,0.10185242938026184
21,AW-NSGA-II,446.446,0.15760677783501048,0.15760677783501048
21,AW-NSGA-II,498.343,0.22750391832888212,0.22750391832888212
21,AW-NSGA-II,547.602,0.26522730945523565,0.26522730945523565
21,AW-NSGA-II,597.75,0.33039157398789964,0.33039157398789964
21,AW-NSGA-II,648.419,0.36454567121335285,0.36454567121335285
21,AW-NSGA-II,698.939,0.4135605721030258,0.4135605721030258
21,AW-NSGA-II,746.448,0.48385920085556156,0.48385920085556156
21,AW-NSGA-II,796.597,0.49582421168018176,0.49582421168018176
21,AW-NSGA-II,842.9,0.5132748382174406,0.5132748382174406
21,MOEA/D,48.568,0.0,0.0
21,MOEA/D,97.881,0.0,0.0
21,MOEA/D,146.993,0.0,0.0
21,MOEA/D,196.865,0.0,0.0
21,MOEA/D,245.918,0.0,0.0
21,MOEA/D,296.548,0.0,0.0
21,MOEA/D,346.089,0.004182658860469664,0.004182658860469664
21,MOEA/D,395.433,0.013470074493053874,0.013470074493053874
21,MOEA/D,442.009,0.031997522579223496,0.031997522579223496
21,MOEA/D,488.122,0.045664547341859346,0.045664547341859346
21,MOEA/D,535.164,0.06961856298995746,0.06961856298995746
21,MOEA/D,598.975,0.07940565845286458,0.07940565845286458
21,MOEA/D,646.232,0.16487983508765475,0.16487983508765475
21,MOEA/D,693.74,0.17578572512062662,0.17578572512062662
21,MOEA/D,740.811,0.17717655227280202,0.17717655227280202
21,MOEA/D,788.549,0.18725218645914182,0.18725218645914182
21,MOEA/D,837.017,0.20758925612188367,0.20758925612188367
21,MOEA/D,884.216,0.21960813204377466,0.21960813204377466
21,MOEA/D,947.89,0.23803509178691118,0.23803509178691118
21,MOEA/D,996.211,0.2401510447351614,0.2401510447351614
21,MOEA/D,1044.187,0.26281769207233374,0.26281769207233374
21,MOEA/D,1091.91,0.27243407422005506,0.27243407422005506
21,MOEA/D,1139.126,0.2789376918322408,0.2789376918322408
21,MOEA/D,1186.776,0.29213430288231107,0.29213430288231107
21,MOEA/D,1249.334,0.2927462264327139,0.2927462264327139
21,MOEA/D,1297.351,0.3010781133109989,0.3010781133109989
21,MOEA/D,1345.338,0.31875485704388196,0.31875485704388196
21,MOEA/D,1394.136,0.34592987247166784,0.34592987247166784
21,MOEA/D,1442.255,0.3470070940938341,0.3470070940938341
21,MOEA/D,1490.3,0.347332616310262,0.347332616310262
21,MOEA/D,1538.343,0.3502098327839783,0.3502098327839783
21,MOEA/D,1586.322,0.35264165404134334,0.35264165404134334
21,MOEA/D,1634.494,0.3534569464933424,0.3534569464933424
21,MOEA/D,1697.583,0.35673738169697683,0.35673738169697683
21,MOEA/D,1744.666,0.3622405758431881,0.3622405758431881
21,MOEA/D,1792.681,0.36889199321195926,0.36889199321195926
21,MOEA/D,1842.566,0.36973973144319594,0.36973973144319594
21,MOEA/D,1891.781,0.36991858038596753,0.36991858038596753
21,MOEA/D,1940.812,0.3799520387783127,0.3799520387783127
21,MOEA/D,1990.716,0.38064934139362977,0.38064934139362977
21,MOEA/D,2041.497,0.382274257651258,0.382274257651258
21,MOEA/D,2091.838,0.3933700878465488,0.3933700878465488
21,MOEA/D,2140.82,0.4033311492217263,0.4033311492217263
21,MOEA/D,2190.94,0.4153419348660915,0.4153419348660915
21,MOEA/D,2241.761,0.4617424778225824,0.4617424778225824
21,MOEA/D,2291.857,0.4619439213264386,0.4619439213264386
21,MOEA/D,2341.586,0.474700275304116,0.474700275304116
21,MOEA/D,2391.878,0.47429444483693695,0.474700275304116
21,MOEA/D,2440.969,0.47850612261444736,0.47850612261444736
21,MOEA/D,2489.606,0.44752442864957465,0.47850612261444736
21,MOEA/D,2537.111,0.45446268941620893,0.47850612261444736
21,MOEA/D,2584.861,0.458838736404186,0.47850612261444736
21,MOEA/D,2648.527,0.4787346339208707,0.4787346339208707
21,MOEA/D,2695.474,0.4790913658779148,0.4790913658779148
21,MOEA/D,2741.998,0.4874854211775568,0.4874854211775568
21,MOEA/D,2789.753,0.4942570880862587,0.4942570880862587
21,MOEA/D,2837.415,0.488030128265328,0.4942570880862587
21,MOEA/D,2884.789,0.48794974449855755,0.4942570880862587
21,MOEA/D,2947.187,0.500674998668014,0.500674998668014
21,MOEA/D,2995.147,0.500674998668014,0.500674998668014
21,MOEA/D,3041.703,0.5075645519201232,0.5075645519201232
21,MOEA/D,3088.066,0.5079645566150909,0.5079645566150909
21,MOEA/D,3136.739,0.5135493718045964,0.5135493718045964
21,MOEA/D,3183.804,0.5153174943383576,0.5153174943383576
21,MOEA/D,3201.112,0.5153056124102178,0.5153174943383576
22,AW-NSGA-II,49.168,0.0,0.0
22,AW-NSGA-II,99.042,0.0,0.0
22,AW-NSGA-II,148.315,0.0,0.0
22,AW-NSGA-II,196.832,0.0,0.0
22,AW-NSGA-II,248.231,0.0,0.0
22,AW-NSGA-II,299.965,0.0,0.0
22,AW-NSGA-II,347.047,0.006496133824205428,0.006496133824205428
22,AW-NSGA-II,397.301,0.03209382847948817,0.03209382847948817
22,AW-NSGA-II,448.366,0.06046718042269446,0.06046718042269446
22,AW-NSGA-II,498.971,0.1396383938724893,0.1396383938724893
22,AW-NSGA-II,549.605,0.17375490525190623,0.17375490525190623
22,AW-NSGA-II,596.017,0.1825937080297545,0.1825937080297545
22,AW-NSGA-II,647.131,0.20574803249585844,0.20574803249585844
22,AW-NSGA-II,697.22,0.2207505619158579,0.2207505619158579
22,AW-NSGA-II,747.197,0.25699302576547195,0.25699302576547195
22,AW-NSGA-II,797.529,0.2958459804108402,0.2958459804108402
22,AW-NSGA-II,842.081,0.30884974597516035,0.30884974597516035
22,MOEA/D,47.248,0.0,0.0
22,MOEA/D,95.875,0.0,0.0
22,MOEA/D,143.331,0.0,0.0
22,MOEA/D,190.184,0.0,0.0
22,MOEA/D,237.607,0.027740409118006272,0.027740409118006272
22,MOEA/D,285.847,0.03925956428939992,0.03925956428939992
22,MOEA/D,349.213,0.07526314972994956,0.07526314972994956
22,MOEA/D,396.581,0.08367539273686703,0.08367539273686703
22,MOEA/D,444.207,0.09942446478087005,0.09942446478087005
22,MOEA/D,491.396,0.12946929039081514,0.12946929039081514
22,MOEA/D,540.222,0.17975720539359094,0.17975720539359094
22,MOEA/D,588.152,0.1906830035127567,0.1906830035127567
22,MOEA/D,635.617,0.20349922676971577,0.20349922676971577
22,MOEA/D,684.622,0.21195326608679366,0.21195326608679366
22,MOEA/D,748.65,0.23260303355941545,0.23260303355941545
22,MOEA/D,796.713,0.26945767827593137,0.26945767827593137
22,MOEA/D,843.23,0.2698636064347264,0.2698636064347264
22,MOEA/D,890.981,0.2825130061422907,0.2825130061422907
22,MOEA/D,938.746,0.2975295172859864,0.2975295172859864
22,MOEA/D,988.513,0.3091768514227631,0.3091768514227631
22,MOEA/D,1036.828,0.3208733477381504,0.3208733477381504
22,MOEA/D,1086.473,0.3320130196855827,0.3320130196855827
22,MOEA/D,1135.37,0.4249657401470301,0.4249657401470301
22,MOEA/D,1185.072,0.4681225281063038,0.4681225281063038
22,MOEA/D,1234.079,0.4883191264381758,0.4883191264381758
22,MOEA/D,1299.761,0.5265173261969073,0.5265173261969073
22,MOEA/D,1347.946,0.5522869340111191,0.5522869340111191
22,MOEA/D,1397.793,0.5643585277600826,0.5643585277600826
22,MOEA/D,1446.937,0.5630859591894173,0.5643585277600826
22,MOEA/D,1495.893,0.5630859591894173,0.5643585277600826
22,MOEA/D,1544.693,0.563192152017501,0.5643585277600826
22,MOEA/D,1592.502,0.563611316810299,0.5643585277600826
22,MOEA/D,1639.848,0.5650492480738698,0.5650492480738698
22,MOEA/D,1689.438,0.592181369952342,0.592181369952342
22,MOEA/D,1736.942,0.586684424486658,0.592181369952342
22,MOEA/D,1799.759,0.5868499462684253,0.592181369952342
22,MOEA/D,1847.001,0.5870490908544135,0.592181369952342
22,MOEA/D,1893.545,0.5873206733962697,0.592181369952342
22,MOEA/D,1941.466,0.5880855190485271,0.592181369952342
22,MOEA/D,1988.176,0.5880855190485271,0.592181369952342
22,MOEA/D,2035.177,0.5885224315482157,0.592181369952342
22,MOEA/D,2098.055,0.5886098611068646,0.592181369952342
22,MOEA/D,2144.923,0.5885128241521981,0.592181369952342
22,MOEA/D,2191.87,0.5955473288639754,0.5955473288639754
22,MOEA/D,2239.278,0.5955651964639502,0.5955651964639502
22,MOEA/D,2285.154,0.5956543852130332,0.5956543852130332
22,MOEA/D,2348.585,0.5959707107932921,0.5959707107932921
22,MOEA/D,2395.822,0.596497630030141,0.596497630030141
22,MOEA/D,2442.511,0.6012852300586449,0.6012852300586449
22,MOEA/D,2489.224,0.6019218831839519,0.6019218831839519
22,MOEA/D,2535.57,0.6231959825270144,0.6231959825270144
22,MOEA/D,2582.82,0.6231980655575291,0.6231980655575291
22,MOEA/D,2646.779,0.6360040636293643,0.6360040636293643
22,MOEA/D,2694.022,0.6351229829263882,0.6360040636293643
22,MOEA/D,2741.015,0.6334846644599345,0.6360040636293643
22,MOEA/D,2786.733,0.6702301342729317,0.6702301342729317
22,MOEA/D,2835.072,0.6704195677823475,0.6704195677823475
22,MOEA/D,2898.617,0.6771817150688874,0.6771817150688874
22,MOEA/D,2946.268,0.6824937336004573,0.6824937336004573
22,MOEA/D,2992.978,0.6861740275722545,0.6861740275722545
22,MOEA/D,3040.851,0.7230114882414634,0.7230114882414634
22,MOEA/D,3088.243,0.7408547470832376,0.7408547470832376
22,MOEA/D,3136.132,0.7629916870103988,0.7629916870103988
