seed,algo,f1,f2,f3,f4,hv,hv_sub,front_size,evals,wall_s,delta_h_mean,delta_h_max,gini_delta_h,T_end_max,cycles_max
48,NSGA-II-2obj,322.99999999999994,2413.6173594774937,1401.8333333333335,0.0,0.3220594910616545,0.49942957151312045,6,20000,0.946,0.05843850612361305,0.17114467773004116,0.3723127274661717,82.1062034439772,0.8940000000000007
48,NSGA-II-3obj,356.66666666666663,2490.038897035746,1374.0,0.0,0.5019477422470963,0.6564914875280768,36,20000,0.835,0.05627972398317288,0.17560855639863082,0.4330541747815959,84.82586419430262,0.9800000000000008
48,NSGA-III,332.3333333333333,2555.085051917752,1400.5,0.0,0.31347315054845515,0.2625974385220181,38,20000,0.93,0.05912831504894989,0.16510169966073662,0.35794859471271123,85.07875120405281,0.9220000000000007
48,MOEA/D,295.3333333333333,2344.5904617613855,1369.5,0.0,0.6736906317218488,0.5561353327098556,88,20000,3.214,0.05926510691525394,0.16050642518935,0.36957691244659685,82.87286239955282,0.8260000000000006
48,GA-SA,294.6666666666667,2568.667365124305,1329.3333333333333,0.0,0.43756059214645393,0.43756059214645393,1,20000,6.833,0.05825099067785675,0.16741839354880161,0.43697640000006466,84.82795448580748,0.7940000000000006
48,A*-GA,304.3333333333333,2500.254351649021,1420.3333333333335,0.0,0.11787610963412583,1.0,3,20000,1.492,0.06001764329040219,0.16166479914533594,0.39039371092227126,83.56530377483581,0.8380000000000006
48,LWC,318.66666666666663,2766.84272892151,1359.6666666666665,0.0,0.42237327956534393,0.3356172095254451,53,20000,0.871,0.05942119802754094,0.1645300101473397,0.40722286097358906,85.8655128849158,0.8660000000000007
49,AW-NSGA-II,306.66666666666663,2315.4895158250083,1354.1666666666667,0.0,0.606195041902349,0.5318006497378074,64,20000,0.913,0.0929363711635432,0.22612999179965743,0.3381124168498493,81.1158013793788,0.8300000000000006
49,NSGA-II-2obj,329.0,2268.3758821671886,1401.1666666666667,0.0,0.3063041538114096,0.5868501673647939,11,20000,1.058,0.09181380141580728,0.20833158877755853,0.3200580366086847,82.67738967672724,0.9120000000000007
49,NSGA-II-3obj,381.0,2590.427683693856,1352.8333333333335,0.0,0.24907572859915875,0.6247089907137926,26,20000,0.881,0.09028814074567373,0.2476358318247036,0.2934043888948217,86.16534510153987,1.0379999999999994
49,NSGA-III,338.6666666666667,2518.217534054681,1337.5,0.0,0.5221289393847574,0.4100952731155918,47,20000,0.926,0.09105281337171268,0.25359711850519806,0.34364804244027236,84.24686601955895,0.9260000000000007
49,MOEA/D,297.3333333333333,2311.4752314723155,1357.1666666666665,0.0,0.5600459087507793,0.47816468131836753,46,20000,3.368,0.09377631817745022,0.22783501304391773,0.33894129898894154,82.60317957268168,0.8020000000000006
49,GA-SA,283.3333333333333,2428.3595559682963,1327.0,0.0,0.5983169878534614,0.5144826470327073,1,20000,6.868,0.09125604118422387,0.2367761041437153,0.3417304221991122,84.46928021373358,0.7660000000000006
49,A*-GA,298.0,2427.1717454361533,1413.1666666666667,0.0,0.09769716011077802,1.0,1,20000,1.227,0.09603388656599407,0.2273994400685303,0.3652282241937008,86.12944955682693,0.8180000000000006
49,LWC,400.66666666666674,2549.8190828660013,1347.0,0.0,0.5129493014530601,0.4308435371317184,12,20000,0.845,0.08795644074533428,0.19906331919037723,0.31878094096444576,85.00429693110354,1.0819999999999979
50,AW-NSGA-II,344.33333333333337,2455.778832758252,1299.5,0.0,0.520837333698481,0.47359985112499925,23,20000,0.844,0.08603699733966005,0.25564088224580495,0.3432901997106168,85.35830061510968,0.9280000000000007
50,NSGA-II-2obj,302.3333333333333,2230.901167536428,1378.3333333333333,0.0,0.1596473689975821,0.2579083220409528,12,20000,0.915,0.08719065553588803,0.24863469659707405,0.4051172446014353,85.90195577659293,0.8320000000000006
