config,arm,seed,f1,f2_full,share_low,gini_delta_h,delta_h_low_mean,delta_h_max,h_end_min_lowgrp
W2,hard,18,579.3333333333334,5652.754742783203,0.0,0.7213409961672816,0.0,0.27523409743065697,0.30815374471785045
W2,nohealth,18,388.99999999999994,3137.91375499388,0.5,0.2984798215197886,-0.325836975184126,0.25399191415839895,0.7186329642078729
W2,full,19,753.6666666666666,5111.990081679688,0.06,0.4489320962489456,-0.14962438378598447,0.20074011899778177,0.32891379403208776
W2,hard,19,475.3333333333333,4575.617350264151,0.0,0.5768473791495516,0.0,0.22026602390651173,0.32891379403208776
W2,nohealth,19,318.33333333333337,2777.529110759294,0.42,0.3607017369068095,-0.3605532935100467,0.16979515294967962,0.7542562245890102
W2,full,20,698.6666666666667,4799.1700152914145,0.1,0.4635525485988974,-0.19967689499470406,0.2220855334305426,0.48607668014171
W2,hard,20,470.6666666666667,4380.851913831055,0.0,0.6521621241352633,0.0,0.2301334927760449,0.35424746355668935
W2,nohealth,20,352.6666666666667,3114.883266373545,0.46,0.40768948115069037,-0.2857828356073653,0.166555493655985,0.7276717903405346
W2,full,21,690.3333333333334,5800.442223568022,0.22,0.31740180859221945,-0.2873280162926708,0.22546717939835037,0.38830149859873647
W2,hard,21,706.3333333333333,6900.149167691258,0.0,0.7154085916484647,0.0,0.22530313296088145,0.31815856488737027
W2,nohealth,21,318.66666666666663,2897.747582330049,0.6,0.28104675700843074,-0.332683821463481,0.19433579757603459,0.7432309167697544
W2,full,22,482.6666666666667,3959.393598160485,0.02,0.4527027249064719,-0.07014690212192055,0.22397851497649923,0.35313950136892125
W2,hard,22,416.66666666666674,3596.537765780843,0.0,0.5006006768191671,0.0,0.23693339915519196,0.35313950136892125
W2,nohealth,22,342.6666666666667,2630.9217715860123,0.32,0.35822468492226234,-0.3578886008591686,0.19223390302949717,0.7589968031625063
W2,full,23,727.0000000000001,5572.134928501801,0.1,0.5617673264597021,-0.10740988330999404,0.2365533688961915,0.34825945167242234
