seed,variant,f1,f2,f3,f4,hv,hv_sub,front_size,evals,wall_s,delta_h_mean,delta_h_max,gini_delta_h,T_end_max,cycles_max
16,-health,335.0,1970.360186061247,1431.1666666666667,0.0,0.6033553115931222,0.7484496605316124,66,20000,0.825528099998337,0.09391125805064385,0.24678572664149423,0.47261741516025846,81.82471574235873,0.9300000000000007
16,-adaptW,340.0,2447.8715797263894,1361.6666666666667,0.0,0.21721993162488895,0.23480858780957983,31,20000,0.8198014999979932,0.09619496005579047,0.2669926133778,0.526739440569131,86.04170644114285,0.9300000000000007
16,-impAstar,299.3333333333333,2332.364979877022,1368.3333333333335,0.0,0.43880333194929433,0.6252482753985168,64,20000,0.8339682999976503,0.09400648504610364,0.2644983263037317,0.47072894169856494,85.78081289942703,0.8380000000000006
16,-closedLoop,299.3333333333333,2332.364979877022,1368.3333333333335,0.0,0.43880333194929433,0.6252482753985168,64,20000,5.205,0.09400648504610364,0.2644983263037317,0.47072894169856494,85.78081289942703,0.8380000000000006
16,hard-only,335.0,1970.360186061247,1431.1666666666667,0.0,0.6033553115931222,0.7484496605316124,66,20000,0.8121320999998716,0.09391125805064385,0.24678572664149423,0.47261741516025846,81.82471574235873,0.9300000000000007
16,GA-SA-multiSoH,302.3333333333333,2223.400704337985,1345.6666666666667,0.0,0.49817380132160466,0.7337662337662336,1,20000,7.095134800001688,0.09256720462215909,0.21180953423209037,0.4628133839364055,84.14116621155526,0.8320000000000006
17,Full,385.6666666666667,2306.634118500135,1257.5,0.0,0.295187764434991,0.5588772691504851,34,20000,4.287,0.053068476215607154,0.2311204701501297,0.3424844219256642,86.17981747538161,1.051999999999999
17,-health,332.99999999999994,2030.4933424267451,1271.6666666666667,0.0,0.5341485628085717,0.5566259882677695,70,20000,0.834085899998172,0.05368435069366976,0.26104964939754804,0.35452799416974146,87.92138006030095,0.8940000000000007
17,-adaptW,276.33333333333337,2163.319699519924,1255.3333333333335,0.0,0.3717171815265251,0.7603351952535953,58,20000,0.8511012999988452,0.05856721790107171,0.23247468874566024,0.3976192799035829,82.38454677121385,0.7540000000000006
17,-impAstar,385.6666666666667,2306.634118500135,1257.5,0.0,0.295187764434991,0.5588772691504851,34,20000,0.8480206999993243,0.053068476215607154,0.2311204701501297,0.3424844219256642,86.17981747538161,1.051999999999999
17,-closedLoop,385.6666666666667,2306.634118500135,1257.5,0.0,0.295187764434991,0.5588772691504851,34,20000,4.287,0.053068476215607154,0.2311204701501297,0.3424844219256642,86.17981747538161,1.051999999999999
17,hard-only,332.99999999999994,2030.4933424267451,1271.6666666666667,0.0,0.5341485628085717,0.5566259882677695,70,20000,0.8156198000033328,0.05368435069366976,0.26104964939754804,0.35452799416974146,87.92138006030095,0.8940000000000007
17,GA-SA-multiSoH,283.3333333333333,2057.0900718450453,1252.1666666666667,0.0,0.39521961282361406,0.8336906497441606,1,20000,7.0916862999984005,0.054281230705824066,0.23634927455092047,0.388148405770119,83.63367456127197,0.7600000000000006
18,Full,422.00000000000006,2407.558548882362,1367.3333333333333,0.0,0.3136134298713446,0.49666524178772264,26,20000,5.319,0.12631338514203416,0.22994471988212073,0.2787095487261759,84.26679476568351,1.1459999999999955
18,-health,356.3333333333333,2074.397368748682,1372.1666666666667,0.0,0.552790620514721,0.6430391275162223,46,20000,0.8210979999967094,0.12964713654315713,0.20794177157465155,0.19899771459488336,85.79747050104245,0.9640000000000007
18,-adaptW,418.6666666666667,2470.6487018937155,1360.0,0.0,0.4107139068829731,0.6504419212891962,38,20000,0.8349286000011489,0.1265856107973186,0.2368102815266544,0.22810807356064355,84.98504629989034,1.1359999999999961
18,-impAstar,422.00000000000006,2407.558548882362,1367.3333333333333,0.0,0.3136134298713446,0.49666524178772264,26,20000,0.836510899996938,0.12631338514203416,0.22994471988212073,0.2787095487261759,84.26679476568351,1.1459999999999955
18,-closedLoop,422.00000000000006,2407.558548882362,1367.3333333333333,0.0,0.3136134298713446,0.49666524178772264,26,20000,5.319,0.12631338514203416,0.22994471988212073,0.2787095487261759,84.26679476568351,1.1459999999999955
