seed,variant,row,f1,f2,f3,f4,knee
2,-closedLoop,5,320.6666666666667,2337.4580902787015,1285.3333333333335,0.0,0
2,-closedLoop,6,301.0,2142.219129678685,1321.8333333333333,0.0,0
2,-closedLoop,7,292.66666666666663,2168.0090743114993,1327.1666666666667,0.0,0
2,-closedLoop,8,311.6666666666667,2179.1291159822194,1314.6666666666667,0.0,0
2,-closedLoop,9,320.6666666666667,2380.0411273157383,1284.0,0.0,0
2,-closedLoop,10,297.3333333333333,2169.02971225194,1318.0000000000002,0.0,0
2,-closedLoop,11,288.6666666666667,2183.3665062786436,1319.333333333333,0.0,0
2,-closedLoop,12,313.3333333333333,2109.221660079919,1338.3333333333333,0.0,0
2,-closedLoop,13,300.66666666666663,2179.27659191349,1312.8333333333335,0.0,0
2,-closedLoop,14,295.6666666666667,2170.165678521704,1325.6666666666665,0.0,0
2,-closedLoop,15,313.3333333333333,2110.9632984873397,1335.6666666666665,0.0,0
2,-closedLoop,16,300.66666666666663,2133.888155701313,1348.0,0.0,0
2,-closedLoop,17,301.0,2130.2723194476716,1330.6666666666667,0.0,0
2,-closedLoop,18,300.66666666666663,2133.888155701313,1348.0,0.0,0
2,-closedLoop,19,301.0,2142.219129678685,1321.8333333333333,0.0,0
2,-closedLoop,20,326.66666666666663,2184.412118207342,1308.5000000000002,0.0,0
2,-closedLoop,21,301.0,2142.219129678685,1321.8333333333333,0.0,0
2,-closedLoop,22,336.33333333333337,2119.6657049017545,1309.6666666666667,0.0,0
2,-closedLoop,23,318.0,2168.747845347882,1311.8333333333335,0.0,0
2,-closedLoop,24,313.3333333333333,2110.9632984873397,1335.6666666666665,0.0,0
2,-closedLoop,25,301.0,2135.691706179367,1329.6666666666665,0.0,0
2,-closedLoop,26,294.6666666666667,2177.0850005100538,1325.0,0.0,0
2,-closedLoop,27,318.0,2168.747845347882,1311.8333333333335,0.0,0
2,-closedLoop,28,336.33333333333337,2119.6657049017545,1309.6666666666667,0.0,0
2,-closedLoop,29,296.66666666666663,2145.980130913358,1350.8333333333335,0.0,0
2,-closedLoop,30,301.0,2142.219129678685,1321.8333333333333,0.0,0
2,-closedLoop,31,309.6666666666667,2089.9095050748833,1342.0,0.0,0
2,-closedLoop,32,323.3333333333333,2130.194097653409,1327.0000000000002,0.0,0
2,-closedLoop,33,288.6666666666667,2184.4621553514353,1288.6666666666665,0.0,0
2,hard-only,0,297.0,1982.3246670345634,1276.0,0.0,0
2,hard-only,1,291.3333333333333,1861.121080496507,1280.5,0.0,1
2,hard-only,2,302.0,1851.805702399086,1294.6666666666667,0.0,0
2,hard-only,3,291.3333333333333,1861.121080496507,1280.5,0.0,0
2,hard-only,4,306.0,1821.2579493476019,1296.5000000000002,0.0,0
2,hard-only,5,297.0,1982.3246670345634,1276.0,0.0,0
2,hard-only,6,308.66666666666663,1806.2601779035654,1314.0,0.0,0
2,hard-only,7,286.3333333333333,1934.72271836678,1288.1666666666667,0.0,0
2,hard-only,8,325.0,1934.7858953113216,1272.1666666666667,0.0,0
2,hard-only,9,289.3333333333333,1898.32506921069,1278.1666666666667,0.0,0
2,hard-only,10,291.3333333333333,1847.3549353885599,1306.166666666667,0.0,0
2,hard-only,11,343.66666666666663,2011.5358212372475,1271.8333333333335,0.0,0
2,hard-only,12,308.66666666666663,1829.8324049189014,1289.8333333333333,0.0,0
2,hard-only,13,302.0,1841.4583302031228,1298.8333333333333,0.0,0
2,hard-only,14,297.0,1982.3246670345634,1276.0,0.0,0
2,hard-only,15,308.66666666666663,1827.9599415301486,1293.3333333333333,0.0,0
2,hard-only,16,287.0,1904.9472570933065,1313.166666666667,0.0,0
2,hard-only,17,286.3333333333333,1934.72271836678,1288.1666666666667,0.0,0
2,hard-only,18,288.3333333333333,1886.233371244657,1291.8333333333335,0.0,0
2,hard-only,19,297.0,1982.3246670345634,1276.0,0.0,0
2,hard-only,20,288.3333333333333,1886.233371244657,1291.8333333333335,0.0,0
2,hard-only,21,303.0,1847.5653032466826,1293.0,0.0,0
2,hard-only,22,306.0,1821.2579493476019,1296.5000000000002,0.0,0
2,hard-only,23,287.0,1904.9472570933065,1313.166666666667,0.0,0
2,hard-only,24,299.66666666666663,1822.857265781248,1318.8333333333335,0.0,0
2,hard-only,25,290.0,1858.9850538013945,1311.3333333333333,0.0,0
2,hard-only,26,291.3333333333333,1847.5353201051869,1296.6666666666667,0.0,0
2,hard-only,27,291.3333333333333,1837.5299875116193,1312.1666666666667,0.0,0
2,hard-only,28,282.0,2016.1071800242378,1297.1666666666667,0.0,0
