metric,variant_a,variant_b,wilcoxon_p,cohen_dz,mean_a,mean_b,holm_p
hv,Full,-health,0.9999999990686774,1.7399898241706209,0.2816312973746766,0.6110483479276767,1.0
hv,Full,-adaptW,0.8553168969228864,0.20973119185631695,0.2816312973746766,0.3115369086438347,1.0
hv,Full,-impAstar,nan,0.0,0.2816312973746766,0.2816312973746766,1.0
hv,Full,-closedLoop,nan,0.0,0.2816312973746766,0.2816312973746766,1.0
hv,Full,hard-only,0.9999999990686774,1.7399898241706209,0.2816312973746766,0.6110483479276767,1.0
hv,Full,GA-SA-multiSoH,0.8553168969228864,0.19174457821077404,0.2816312973746766,0.31661528228822594,1.0
