alpha,seed,f1,f2_full,share_low,gini_delta_h,delta_h_low_mean,delta_h_max,h_end_min_lowgrp,f4_own
0.8,12,807.3333333333333,5510.183485057022,0.14,0.48349131436694814,-0.20736846339399082,0.23842862777288476,0.3130542734150614,27.45842531111867
0.8,13,587.0,4655.319203296408,0.22,0.43225078258600713,-0.07496881326686163,0.27777285794697026,0.40337630160904503,8.534678691270225
0.8,14,656.6666666666666,5303.769628947343,0.14,0.4873095779735541,-0.2061236078334983,0.16633180524639113,0.3184417814980253,50.6126480141609
0.8,15,314.66666666666663,2953.9784117249037,0.48,0.3276235048251972,-0.35780005999107994,0.19768523334879495,0.766173727540101,244.64839188199053
0.8,16,635.0,4543.80145234949,0.28,0.4597539575386551,-0.1705574911089157,0.18294715846147336,0.306164891857608,46.099929499927015
0.8,17,522.0,4036.523035185789,0.24,0.4953603601233507,-0.19103977994283397,0.2371812323838448,0.4148661270249999,35.9452203665193
0.8,18,637.6666666666666,4511.669689138898,0.24,0.2953938267405294,-0.16608655786118437,0.20814397506591908,0.4558863766453769,16.201032502757798
0.8,19,680.6666666666666,5060.778300450047,0.18,0.42518797248118867,-0.21493033161905584,0.24669754614806316,0.3029397554043654,48.46770720749787
0.8,20,311.6666666666667,2769.3831415142286,0.5,0.3700783948730493,-0.27185185135832934,0.13489743448376568,0.7632382399979406,135.8552108635176
0.8,21,672.6666666666667,4577.553974765988,0.2,0.41117268743086544,-0.12415154009623872,0.24706271432490046,0.36783207786804173,16.063730700318406
0.8,22,614.6666666666667,4782.36753021949,0.3,0.4247412116116387,-0.15042480817244558,0.268036771222426,0.3137393541194783,26.59921425116121
0.8,23,376.0,2946.4948173553835,0.5,0.36629372938704274,-0.3015135923569775,0.202341683360569,0.7378972199282421,189.87634656709233
0.8,24,596.9999999999999,4741.581785545168,0.16,0.4141928615713262,-0.17807586239280512,0.24965586307215204,0.30667490420366283,22.168221255401832
0.8,25,698.3333333333334,4872.581010851764,0.18,0.45771225685750294,-0.25024932421673196,0.12065836659806428,0.3938311204652987,37.077841252289254
0.8,26,533.6666666666667,3967.39697277803,0.26,0.33358504681904,-0.23027002474468555,0.22922489595856343,0.3074937805257015,25.398948804413862
0.8,27,326.0,3140.043890454752,0.48,0.32142849125967987,-0.31718979433746314,0.18346873753307202,0.7440207890143686,189.74842988988235
0.8,28,680.6666666666667,5457.7716241664575,0.12,0.427721391179007,-0.18788984876843634,0.24596699816348688,0.34964960671307627,31.559108675965742
0.8,29,670.0000000000001,5190.951618241302,0.2,0.5104809002188528,-0.15318247466374185,0.27709730383376996,0.3368144063294138,22.22999682399589
0.8,30,600.6666666666667,4533.8432101281915,0.18,0.4660734699173421,-0.1454583139209161,0.27022800520175816,0.34748439816501486,22.201260934434668
1.0,1,335.00000000000006,3141.0771933578453,0.48,0.4569156808940038,-0.30170165362032236,0.141020626644065,0.7452476019220486,286.4615424123759
1.0,2,315.6666666666667,2898.8184113033094,0.5,0.33172269076478944,-0.36640751440316827,0.184929168428269,0.7513166130942707,305.2195112965258
1.0,3,573.3333333333333,4556.09484220232,0.18,0.3931161940121577,-0.15473362222689585,0.22728118287450683,0.3213078229153842,56.43118133142006
1.0,4,586.3333333333334,4876.274151120469,0.24,0.370760696454008,-0.26033696403189677,0.2558351583109242,0.36807036336773774,43.32202225887211
1.0,5,561.0,4391.471267939585,0.22,0.5031485324639964,-0.06984450204545087,0.25436580823045796,0.3278889415819196,14.338834624270802
1.0,6,332.3333333333333,3142.0106940239825,0.48,0.49591160664319167,-0.3322404365149761,0.07002707412507647,0.7542764289995524,263.9408658129905
1.0,7,622.6666666666667,5062.439979657518,0.14,0.29549328409542386,-0.22728964023377712,0.2926028011835272,0.3601785217252042,63.069267639774296
1.0,8,608.6666666666667,4949.092675802463,0.26,0.4813371352291551,-0.14668510148090377,0.20666492571325445,0.32032786237925137,27.916013120544385
1.0,9,576.0,4992.414074023696,0.18,0.49395648511527135,-0.15633607804202168,0.19597818198247652,0.37073366093323484,31.46674371167018
1.0,10,542.3333333333334,4315.335686362512,0.22,0.31213587597712666,-0.22673217825542577,0.23724305483378372,0.3390643909447751,27.68663927420924
1.0,11,683.3333333333334,4861.6394540470155,0.2,0.3187244383907897,-0.27945528331612834,0.24976286112656843,0.718383135437231,32.32683156325557
1.0,12,807.3333333333333,5510.183485057022,0.14,0.48349131436694814,-0.20736846339399082,0.23842862777288476,0.3130542734150614,34.323031638898335
1.0,13,587.0,4655.319203296408,0.22,0.43225078258600713,-0.07496881326686163,0.27777285794697026,0.40337630160904503,10.66834836408778
1.0,14,656.6666666666666,5303.769628947343,0.14,0.4873095779735541,-0.2061236078334983,0.16633180524639113,0.3184417814980253,63.265810017701114
1.0,15,314.66666666666663,2953.9784117249037,0.48,0.3276235048251972,-0.35780005999107994,0.19768523334879495,0.766173727540101,305.81048985248816
1.0,16,635.0,4543.80145234949,0.28,0.4597539575386551,-0.1705574911089157,0.18294715846147336,0.306164891857608,57.62491187490877
1.0,17,522.0,4036.523035185789,0.24,0.4953603601233507,-0.19103977994283397,0.2371812323838448,0.4148661270249999,44.931525458149125
1.0,18,637.6666666666666,4511.669689138898,0.24,0.2953938267405294,-0.16608655786118437,0.20814397506591908,0.4558863766453769,20.251290628447247
1.0,19,680.6666666666666,5060.778300450047,0.18,0.42518797248118867,-0.21493033161905584,0.24669754614806316,0.3029397554043654,60.58463400937233
1.0,20,311.6666666666667,2769.3831415142286,0.5,0.3700783948730493,-0.27185185135832934,0.13489743448376568,0.7632382399979406,169.81901357939702
1.0,21,672.6666666666667,4577.553974765988,0.2,0.41117268743086544,-0.12415154009623872,0.24706271432490046,0.36783207786804173,20.079663375398006
1.0,22,614.6666666666667,4782.36753021949,0.3,0.4247412116116387,-0.15042480817244558,0.268036771222426,0.3137393541194783,33.24901781395151
1.0,23,376.0,2946.4948173553835,0.5,0.36629372938704274,-0.3015135923569775,0.202341683360569,0.7378972199282421,237.3454332088654
1.0,24,596.9999999999999,4741.581785545168,0.16,0.4141928615713262,-0.17807586239280512,0.24965586307215204,0.30667490420366283,27.710276569252287
1.0,25,698.3333333333334,4872.581010851764,0.18,0.45771225685750294,-0.25024932421673196,0.12065836659806428,0.3938311204652987,46.34730156536157
1.0,26,533.6666666666667,3967.39697277803,0.26,0.33358504681904,-0.23027002474468555,0.22922489595856343,0.3074937805257015,31.748686005517325
1.0,27,326.0,3140.043890454752,0.48,0.32142849125967987,-0.31718979433746314,0.18346873753307202,0.7440207890143686,237.18553736235293
1.0,28,680.6666666666667,5457.7716241664575,0.12,0.427721391179007,-0.18788984876843634,0.24596699816348688,0.34964960671307627,39.448885844957175
1.0,29,670.0000000000001,5190.951618241302,0.2,0.5104809002188528,-0.15318247466374185,0.27709730383376996,0.3368144063294138,27.787496029994863
1.0,30,600.6666666666667,4533.8432101281915,0.18,0.4660734699173421,-0.1454583139209161,0.27022800520175816,0.34748439816501486,27.751576168043332
