arm,lam,seed,delta_h_mean,delta_h_max,gini_delta_h,delta_h_low_mean,delta_h_high_mean,h_end_min_lowgrp,share_low
hard,2.0,4,0.0936190617504161,0.2615147019316386,0.578565752900732,0.0,0.1872381235008322,0.32987043548338324,0.0
nohealth,2.0,4,-0.0898076493808136,0.2230868021300475,0.2910898833327664,-0.3287767072911342,0.14916140852950696,0.7393343658122837,0.46
full,2.0,5,0.04461996207528215,0.25545439952722426,0.49471493118080034,-0.062303864698525224,0.15154378884908953,0.3278889415819196,0.22
hard,2.0,5,0.08573961362525451,0.2905219860248459,0.6429714110744966,0.0,0.17147922725050901,0.3278889415819196,0.0
nohealth,2.0,5,-0.07315266156093557,0.20194991251524896,0.33927964294555224,-0.26796119396335943,0.1216558708414883,0.6916675097487196,0.48
full,2.0,6,-0.1356923306848238,0.07624603990369971,0.48110645235396676,-0.3084617345487183,0.03707707317907063,0.7332693021035138,0.48
hard,2.0,6,0.0411947294942113,0.15233724286001826,0.6445732926041359,0.0,0.0823894589884226,0.32863531176746946,0.0
nohealth,2.0,6,-0.14031737426423524,0.09773239455979943,0.4765979194861505,-0.30757010401908647,0.02693535549061594,0.7055212424026639,0.48
full,2.0,7,0.019963875660084996,0.2926636833947194,0.2891725065229389,-0.22025153945249015,0.2601792907726601,0.3601785217252042,0.14
hard,2.0,7,0.13661765713445298,0.29746138105581765,0.522785689640985,0.0,0.27323531426890596,0.30940883840000394,0.0
nohealth,2.0,7,-0.06148233240166088,0.24322426898511518,0.15256384032565418,-0.3400078115115136,0.21704314670819186,0.701418667974309,0.52
full,2.0,8,-0.023273116502291434,0.2099728412186519,0.4757825261589721,-0.14007456495377604,0.09352833194919316,0.32032786237925137,0.26
hard,2.0,8,0.055857446745560056,0.23150743068954305,0.6950318479296203,0.0,0.11171489349112011,0.32032786237925137,0.0
