scenario,strategy,seed,instance,t_c,t_f,t_u,fault_type,aisle,reduction,f1_base,f1_event,deg_pct,timeout,n_done,n_total,completion_pct,n_replans,response_ms,response_ms_total,replan_evals,warn_t,warn_agv,maint_enter,detected,min_h,n_agv
compound,EHCO,28,0,150.0,180.0,220.0,thermal,6,0.7,335.0,912.0,172.23880597014926,0,53,53,100.0,3,125.40959999751067,625.7863999962865,28000,456.0,2,None,1,0.5593293643817535,10
compound,A*-GA,28,0,150.0,180.0,220.0,thermal,6,0.7,321.0,1239.0,285.98130841121497,0,53,53,100.0,0,,0.0,0,446.0,0,None,1,0.5583785271233899,10
compound,noFLC,28,0,150.0,180.0,220.0,thermal,6,0.7,335.0,732.0,118.50746268656715,0,53,53,100.0,3,115.52179999853252,610.7818999953452,28000,455.0,2,620.0,1,0.578595318014767,10
compound,moead-cl,28,0,150.0,180.0,220.0,thermal,6,0.7,335.0,716.0,113.73134328358209,0,53,53,100.0,3,560.5702999964706,3957.225099995412,28000,456.0,2,None,1,0.5656855070462065,10
compound,EHCO,29,0,150.0,180.0,220.0,thermal,6,0.7,348.0,1211.0,247.98850574712645,0,53,53,100.0,3,107.28829999789014,592.1304000003147,28000,451.0,9,None,1,0.558316632090975,10
compound,A*-GA,29,0,150.0,180.0,220.0,thermal,6,0.7,305.0,1081.0,254.4262295081967,0,53,53,100.0,0,,0.0,0,451.0,3,None,1,0.5584913057328782,10
compound,noFLC,29,0,150.0,180.0,220.0,thermal,6,0.7,348.0,725.0,108.33333333333333,0,53,53,100.0,3,106.94000000148662,588.7825999998313,28000,451.0,9,None,1,0.5656539163441348,10
compound,moead-cl,29,0,150.0,180.0,220.0,thermal,6,0.7,348.0,583.0,67.52873563218391,0,53,53,100.0,3,556.0812999974587,3881.156599996757,28000,459.0,7,483.0,1,0.5918993319807786,10
compound,EHCO,30,0,150.0,180.0,220.0,thermal,6,0.7,302.0,890.0,194.7019867549669,0,53,53,100.0,3,111.75220000222907,468.311900000117,28000,449.0,4,None,1,0.5594593554033929,10
compound,A*-GA,30,0,150.0,180.0,220.0,thermal,6,0.7,287.0,1006.0,250.5226480836237,0,53,53,100.0,0,,0.0,0,454.0,6,None,1,0.5587277333995151,10
compound,noFLC,30,0,150.0,180.0,220.0,thermal,6,0.7,302.0,608.0,101.32450331125828,0,53,53,100.0,3,106.86299999724724,581.660899999406,28000,429.0,7,586.0,1,0.5801040739246199,10
compound,moead-cl,30,0,150.0,180.0,220.0,thermal,6,0.7,302.0,1009.0,234.10596026490066,0,53,53,100.0,3,548.4116999978141,3839.5391999947606,28000,449.0,4,None,1,0.5586616734059116,10
compound,EHCO,1,1,145.26057330283172,190.33207060280972,247.36476891305452,thermal,4,0.5297749810856183,316.0,506.0,60.12658227848101,0,53,53,100.0,2,117.80970000108937,219.82999999818276,8000,436.0,8,None,1,0.598057631814977,10
compound,A*-GA,1,1,145.26057330283172,190.33207060280972,247.36476891305452,thermal,4,0.5297749810856183,313.0,835.0,166.77316293929712,0,53,53,100.0,0,,0.0,0,454.0,7,None,1,0.559926904077758,10
compound,noFLC,1,1,145.26057330283172,190.33207060280972,247.36476891305452,thermal,4,0.5297749810856183,316.0,544.0,72.15189873417721,0,53,53,100.0,2,121.08269999953336,217.08419999777107,8000,451.0,0,None,1,0.5776238075356005,10
compound,moead-cl,1,1,145.26057330283172,190.33207060280972,247.36476891305452,thermal,4,0.5297749810856183,316.0,486.0,53.79746835443038,0,53,53,100.0,2,553.7423000023409,1098.846400003822,8000,436.0,8,None,1,0.5981366610532581,10
compound,EHCO,2,1,145.26057330283172,190.33207060280972,247.36476891305452,thermal,4,0.5297749810856183,325.0,751.0,131.07692307692307,0,53,53,100.0,3,122.08219999956782,602.005899996584,28000,445.0,7,None,1,0.5616007265014963,10
compound,A*-GA,2,1,145.26057330283172,190.33207060280972,247.36476891305452,thermal,4,0.5297749810856183,304.0,1993.0,555.5921052631579,0,53,53,100.0,0,,0.0,0,471.0,0,None,1,0.5574980189856191,10
compound,noFLC,2,1,145.26057330283172,190.33207060280972,247.36476891305452,thermal,4,0.5297749810856183,325.0,520.0,60.0,0,53,53,100.0,2,119.22000000049593,213.05329999813694,8000,471.0,6,None,1,0.5981998707935935,10
compound,moead-cl,2,1,145.26057330283172,190.33207060280972,247.36476891305452,thermal,4,0.5297749810856183,325.0,612.0,88.3076923076923,0,53,53,100.0,3,554.7348000000056,3890.879300000961,28000,471.0,6,None,1,0.5713513228946877,10
compound,EHCO,3,1,145.26057330283172,190.33207060280972,247.36476891305452,thermal,4,0.5297749810856183,307.0,509.0,65.79804560260585,0,53,53,100.0,2,119.30389999906765,220.41459999672952,8000,441.0,0,None,1,0.5981413619944693,10
