scenario,strategy,seed,instance,t_ev,f1_base,f1_event,deg_pct,timeout,response_ms,replan_evals,warn_t,warn_agv,n_warned,n_agv,event_fired,replan_applied,maint_enter
congestion,moead-cl,31,0,150.0,270.0,463.0,71.48148148148148,0,532.6788000020315,4000,None,None,0,10,1,1,
congestion,moead-full,31,0,150.0,277.0,459.0,65.70397111913357,0,532.3280000011437,4000,None,None,0,10,1,0,
congestion,moead-cl,32,0,150.0,292.0,505.0,72.94520547945206,0,550.0327000008838,4000,None,None,0,10,1,1,
congestion,moead-full,32,0,150.0,291.0,498.0,71.1340206185567,0,550.8859000001394,4000,None,None,0,10,1,1,
congestion,moead-cl,33,0,150.0,328.0,599.0,82.6219512195122,0,551.3122000011208,4000,None,None,0,10,1,1,
congestion,moead-full,33,0,150.0,292.0,532.0,82.1917808219178,0,545.5832999978156,4000,None,None,0,10,1,1,
congestion,moead-cl,34,0,150.0,307.0,636.0,107.16612377850163,0,548.8004999970144,4000,None,None,0,10,1,1,
congestion,moead-full,34,0,150.0,310.0,643.0,107.41935483870968,0,534.8816000005172,4000,None,None,0,10,1,1,
congestion,moead-cl,35,0,150.0,351.0,640.0,82.33618233618233,0,559.6062000004167,4000,None,None,0,10,1,1,
congestion,moead-full,35,0,150.0,294.0,567.0,92.85714285714286,0,551.8291000007594,4000,None,None,0,10,1,1,
congestion,moead-cl,36,0,150.0,366.0,532.0,45.3551912568306,0,552.7420000034908,4000,None,None,0,10,1,1,
congestion,moead-full,36,0,150.0,310.0,528.0,70.3225806451613,0,539.6709000015107,4000,None,None,0,10,1,1,
congestion,moead-cl,37,0,150.0,339.0,474.0,39.823008849557525,0,539.7358000009262,4000,None,None,0,10,1,1,
congestion,moead-full,37,0,150.0,288.0,510.0,77.08333333333334,0,536.7310999972688,4000,None,None,0,10,1,0,
congestion,moead-cl,38,0,150.0,322.0,664.0,106.21118012422359,0,559.2457999991893,4000,None,None,0,10,1,1,
congestion,moead-full,38,0,150.0,324.0,580.0,79.01234567901234,0,562.040299999353,4000,None,None,0,10,1,1,
congestion,moead-cl,39,0,150.0,314.0,695.0,121.33757961783441,0,548.8545000007434,4000,None,None,0,10,1,1,
congestion,moead-full,39,0,150.0,305.0,588.0,92.78688524590164,0,545.4417000000831,4000,None,None,0,10,1,1,
congestion,moead-cl,40,0,150.0,270.0,474.0,75.55555555555556,0,541.5029000032519,4000,None,None,0,10,1,1,
congestion,moead-full,40,0,150.0,284.0,431.0,51.76056338028169,0,566.676099999313,4000,None,None,0,10,1,1,
congestion,moead-cl,41,0,150.0,397.0,545.0,37.27959697732997,0,563.059299998713,4000,None,None,0,10,1,1,
