scenario,strategy,seed,instance,f1_base,f1_event,deg_pct,warn_t,min_h,n_replans
congestion,stdA*,27,0,473.0,901.0,90.48625792811839,None,0.6548451207915951,1
congestion,stdA*,28,0,335.0,555.0,65.67164179104478,None,0.6614915400708719,1
congestion,stdA*,29,0,348.0,589.0,69.25287356321839,None,0.6500410646696093,1
congestion,stdA*,30,0,302.0,506.0,67.54966887417218,None,0.6703396571099889,1
congestion,stdA*,1,1,316.0,604.0,91.13924050632912,None,0.6655591565077945,1
congestion,stdA*,2,1,325.0,516.0,58.769230769230774,None,0.6717653497498774,1
congestion,stdA*,3,1,307.0,577.0,87.94788273615634,None,0.6718040894360089,1
congestion,stdA*,4,1,394.0,557.0,41.370558375634516,None,0.6460764589994827,1
congestion,stdA*,5,1,334.0,496.0,48.50299401197605,None,0.6916477421994046,1
congestion,stdA*,6,1,297.0,550.0,85.18518518518519,None,0.6810744154352353,1
congestion,stdA*,7,1,355.0,629.0,77.1830985915493,None,0.6769661984658163,1
congestion,stdA*,8,1,350.0,510.0,45.714285714285715,None,0.6596591294611195,1
congestion,stdA*,9,1,373.0,555.0,48.793565683646115,None,0.6510044951611244,1
congestion,stdA*,10,1,284.0,524.0,84.50704225352112,None,0.6757036552304666,1
congestion,stdA*,11,1,321.0,475.0,47.97507788161994,None,0.6642466400997051,1
congestion,stdA*,12,1,313.0,510.0,62.939297124600635,None,0.65742792312841,1
congestion,stdA*,13,1,312.0,524.0,67.94871794871796,None,0.6438722853038389,1
congestion,stdA*,14,1,280.0,447.0,59.64285714285714,None,0.6722274717566374,1
