scenario,strategy,seed,instance,f1_base,f1_event,deg_pct,warn_t,min_h,n_replans
congestion,stdA*,15,1,369.0,562.0,52.30352303523035,None,0.6429493465556926,1
congestion,stdA*,16,1,300.0,539.0,79.66666666666666,None,0.6615510025099812,1
congestion,stdA*,17,1,391.0,401.0,2.557544757033248,None,0.6712798239041853,1
congestion,stdA*,18,1,428.0,634.0,48.13084112149533,None,0.6808148451574879,1
congestion,stdA*,19,1,308.0,482.0,56.493506493506494,None,0.6599450637296712,1
congestion,stdA*,20,1,399.0,475.0,19.047619047619047,None,0.6686385299755522,1
congestion,stdA*,21,1,337.0,551.0,63.50148367952523,None,0.6585540080499578,1
congestion,stdA*,22,1,344.0,603.0,75.29069767441861,None,0.6747047927303452,1
congestion,stdA*,23,1,357.0,657.0,84.03361344537815,None,0.6566202010562822,1
congestion,stdA*,24,1,275.0,446.0,62.18181818181818,None,0.6594375772749939,1
congestion,stdA*,25,1,356.0,694.0,94.9438202247191,None,0.6555981783834527,1
congestion,stdA*,26,1,285.0,479.0,68.0701754385965,None,0.6898089879871365,1
congestion,stdA*,27,1,473.0,523.0,10.570824524312897,None,0.6665962005223249,1
congestion,stdA*,28,1,335.0,502.0,49.850746268656714,None,0.6572394433972262,1
congestion,stdA*,29,1,348.0,585.0,68.10344827586206,None,0.6872637322158104,1
congestion,stdA*,30,1,302.0,609.0,101.65562913907284,None,0.6834379706839762,1
congestion,stdA*,1,2,316.0,385.0,21.835443037974684,None,0.7226799599702927,1
congestion,stdA*,2,2,325.0,422.0,29.846153846153843,None,0.6974189812737773,1
congestion,stdA*,3,2,307.0,356.0,15.960912052117262,None,0.7115451908754067,1
congestion,stdA*,4,2,394.0,416.0,5.583756345177665,None,0.7035821524650162,1
congestion,stdA*,5,2,334.0,410.0,22.75449101796407,None,0.7233044016974559,1
congestion,stdA*,6,2,297.0,317.0,6.7340067340067336,None,0.7080408298984385,1
congestion,stdA*,7,2,355.0,391.0,10.140845070422536,None,0.7017779326268059,1
congestion,stdA*,8,2,350.0,429.0,22.57142857142857,None,0.685335493343994,1
congestion,stdA*,9,2,373.0,396.0,6.166219839142091,None,0.7032074878794922,1
congestion,stdA*,10,2,284.0,325.0,14.43661971830986,None,0.7358708923314827,0
congestion,stdA*,11,2,321.0,437.0,36.13707165109034,None,0.6956517060552817,0
congestion,stdA*,12,2,313.0,373.0,19.169329073482427,None,0.7038574265935771,0
congestion,stdA*,13,2,312.0,384.0,23.076923076923077,None,0.6947102142884168,1
congestion,stdA*,14,2,280.0,315.0,12.5,None,0.7241163527631317,0
congestion,stdA*,15,2,369.0,569.0,54.20054200542005,None,0.6884853626647539,1
congestion,stdA*,16,2,300.0,376.0,25.333333333333336,None,0.7092744615283489,1
congestion,stdA*,17,2,391.0,369.0,-5.626598465473146,None,0.7074617658729545,1
congestion,stdA*,18,2,428.0,398.0,-7.009345794392523,None,0.7060589908469842,1
congestion,stdA*,19,2,308.0,369.0,19.805194805194805,None,0.7094066946522237,0
congestion,stdA*,20,2,399.0,340.0,-14.786967418546364,None,0.7068868947914727,1
congestion,stdA*,21,2,337.0,426.0,26.409495548961427,None,0.6896828598529458,1
congestion,stdA*,22,2,344.0,446.0,29.651162790697676,None,0.7013759286609387,1
congestion,stdA*,23,2,357.0,482.0,35.01400560224089,None,0.6771232291253156,1
congestion,stdA*,24,2,275.0,302.0,9.818181818181818,None,0.7145257586739991,1
congestion,stdA*,25,2,356.0,416.0,16.853932584269664,None,0.6862875843338526,1
congestion,stdA*,26,2,285.0,329.0,15.43859649122807,None,0.7470819754590073,0
congestion,stdA*,27,2,473.0,475.0,0.42283298097251587,None,0.7141117043707919,1
congestion,stdA*,28,2,335.0,405.0,20.8955223880597,None,0.6993956175152858,1
congestion,stdA*,29,2,348.0,376.0,8.045977011494253,None,0.7137780839178427,1
congestion,stdA*,30,2,302.0,378.0,25.165562913907287,None,0.7264007353936149,0
congestion,stdA*,1,3,316.0,433.0,37.0253164556962,None,0.692411826835506,1
congestion,stdA*,2,3,325.0,400.0,23.076923076923077,None,0.7070857146009318,1
congestion,stdA*,3,3,307.0,425.0,38.43648208469055,None,0.6987237983264268,1
congestion,stdA*,4,3,394.0,620.0,57.360406091370564,None,0.6996022576067501,1
congestion,stdA*,5,3,334.0,412.0,23.353293413173652,None,0.701702615682744,1
congestion,stdA*,6,3,297.0,353.0,18.855218855218855,None,0.7080408298984385,1
congestion,stdA*,7,3,355.0,399.0,12.394366197183098,None,0.6993895647602097,1
congestion,stdA*,8,3,350.0,340.0,-2.857142857142857,None,0.7015703812132725,1
congestion,stdA*,9,3,373.0,517.0,38.605898123324394,None,0.6717176995557854,1
congestion,stdA*,10,3,284.0,422.0,48.59154929577465,None,0.7071435565974177,1
congestion,stdA*,11,3,321.0,471.0,46.728971962616825,None,0.6965307971143354,1
congestion,stdA*,12,3,313.0,416.0,32.9073482428115,None,0.7023116982824517,1
congestion,stdA*,13,3,312.0,389.0,24.679487179487182,None,0.693875336536226,1
congestion,stdA*,14,3,280.0,421.0,50.357142857142854,None,0.7126435028370144,1
congestion,stdA*,15,3,369.0,472.0,27.91327913279133,None,0.6648852694126044,1
congestion,stdA*,16,3,300.0,366.0,22.0,None,0.7041784650376619,1
congestion,stdA*,17,3,391.0,429.0,9.718670076726342,None,0.7042613080084598,1
congestion,stdA*,18,3,428.0,401.0,-6.308411214953271,None,0.7035556216229341,1
congestion,stdA*,19,3,308.0,344.0,11.688311688311687,None,0.7046865514131083,1
congestion,stdA*,20,3,399.0,375.0,-6.015037593984962,None,0.688304236992596,1
congestion,stdA*,21,3,337.0,374.0,10.979228486646884,None,0.689441180968434,1
congestion,stdA*,22,3,344.0,674.0,95.93023255813954,None,0.6966077716085916,1
congestion,stdA*,23,3,357.0,504.0,41.17647058823529,None,0.6783932286446781,1
congestion,stdA*,24,3,275.0,480.0,74.54545454545455,None,0.6612076625550661,1
congestion,stdA*,25,3,356.0,552.0,55.0561797752809,None,0.6852348106117271,1
congestion,stdA*,26,3,285.0,369.0,29.47368421052631,None,0.7110714543081308,1
congestion,stdA*,27,3,473.0,492.0,4.0169133192389,None,0.6788649155053144,1
congestion,stdA*,28,3,335.0,478.0,42.68656716417911,None,0.6798339695525487,1
congestion,stdA*,29,3,348.0,474.0,36.206896551724135,None,0.683937598237831,1
congestion,stdA*,30,3,302.0,405.0,34.105960264900666,None,0.6911627228003598,1
congestion,stdA*,1,4,316.0,471.0,49.050632911392405,None,0.6760263010513307,1
congestion,stdA*,2,4,325.0,458.0,40.92307692307692,None,0.709133219899971,1
congestion,stdA*,3,4,307.0,476.0,55.048859934853425,None,0.7005597751125888,1
congestion,stdA*,4,4,394.0,551.0,39.847715736040605,None,0.7005045700765554,1
congestion,stdA*,5,4,334.0,440.0,31.736526946107784,None,0.6959033442810768,1
congestion,stdA*,6,4,297.0,479.0,61.27946127946128,None,0.6846700616661474,1
congestion,stdA*,7,4,355.0,421.0,18.591549295774648,None,0.6900943400962638,1
congestion,stdA*,8,4,350.0,468.0,33.714285714285715,None,0.6896600920522692,1
congestion,stdA*,9,4,373.0,465.0,24.664879356568363,None,0.6860766921642041,1
congestion,stdA*,10,4,284.0,468.0,64.7887323943662,None,0.7024701308032252,1
congestion,stdA*,11,4,321.0,496.0,54.51713395638629,None,0.6873066113396679,1
congestion,stdA*,12,4,313.0,511.0,63.25878594249201,None,0.7010056642279525,1
congestion,stdA*,13,4,312.0,511.0,63.78205128205128,None,0.6887997278388425,1
congestion,stdA*,14,4,280.0,456.0,62.857142857142854,None,0.6845585205454209,1
congestion,stdA*,15,4,369.0,465.0,26.01626016260163,None,0.7045855190870329,1
congestion,stdA*,16,4,300.0,526.0,75.33333333333333,None,0.670030079250529,1
congestion,stdA*,17,4,391.0,480.0,22.762148337595907,None,0.696825723821829,1
congestion,stdA*,18,4,428.0,445.0,3.9719626168224296,None,0.7041045106412045,1
congestion,stdA*,19,4,308.0,415.0,34.74025974025974,None,0.6999431349079916,1
congestion,stdA*,20,4,399.0,469.0,17.543859649122805,None,0.7068868947914727,1
congestion,stdA*,21,4,337.0,394.0,16.913946587537094,None,0.693314832531908,1
congestion,stdA*,22,4,344.0,459.0,33.43023255813954,None,0.7103019606140416,1
congestion,stdA*,23,4,357.0,559.0,56.582633053221286,None,0.6875920771217661,1
congestion,stdA*,24,4,275.0,412.0,49.81818181818182,None,0.6774141628798287,1
congestion,stdA*,25,4,356.0,462.0,29.775280898876407,None,0.6884462212086616,1
congestion,stdA*,26,4,285.0,374.0,31.2280701754386,None,0.7059495767050383,1
congestion,stdA*,27,4,473.0,624.0,31.92389006342495,None,0.6749684829137711,1
congestion,stdA*,28,4,335.0,503.0,50.14925373134328,None,0.6909677006187854,1
congestion,stdA*,29,4,348.0,417.0,19.82758620689655,None,0.6814945594363165,1
congestion,stdA*,30,4,302.0,388.0,28.47682119205298,None,0.7034220316475228,1
fault,stdA*,1,0,316.0,411.0,30.063291139240505,459.0,0.5998101553392621,0
fault,stdA*,2,0,325.0,325.0,0.0,465.0,0.5997011435063903,0
fault,stdA*,3,0,307.0,324.0,5.537459283387622,449.0,0.5997450143293316,0
fault,stdA*,4,0,394.0,394.0,0.0,463.0,0.5999636658946925,0
fault,stdA*,5,0,334.0,334.0,0.0,459.0,0.5998506412995741,0
fault,stdA*,6,0,297.0,313.0,5.387205387205387,468.0,0.5997889822275585,0
fault,stdA*,7,0,355.0,355.0,0.0,467.0,0.5999605333270321,0
fault,stdA*,8,0,350.0,350.0,0.0,454.0,0.5998444333540738,0
fault,stdA*,9,0,373.0,373.0,0.0,468.0,0.5999876580485458,0
fault,stdA*,10,0,284.0,293.0,3.169014084507042,462.0,0.5997900630785228,0
fault,stdA*,11,0,321.0,392.0,22.118380062305295,461.0,0.5998262189145602,0
fault,stdA*,12,0,313.0,313.0,0.0,469.0,0.5996795891484373,0
fault,stdA*,13,0,312.0,332.0,6.41025641025641,461.0,0.5998452846258905,0
fault,stdA*,14,0,280.0,280.0,0.0,453.0,0.5998646706017091,0
fault,stdA*,15,0,369.0,369.0,0.0,455.0,0.5999783206646754,0
fault,stdA*,16,0,300.0,300.0,0.0,453.0,0.5999287488527251,0
fault,stdA*,17,0,391.0,391.0,0.0,451.0,0.5997383355334068,0
fault,stdA*,18,0,428.0,428.0,0.0,467.0,0.5998796132104126,0
fault,stdA*,19,0,308.0,308.0,0.0,462.0,0.5998056702026592,0
fault,stdA*,20,0,399.0,399.0,0.0,469.0,0.5996832736749637,0
fault,stdA*,21,0,337.0,337.0,0.0,442.0,0.5999141890863522,0
fault,stdA*,22,0,344.0,379.0,10.174418604651162,471.0,0.5998006828406758,0
fault,stdA*,23,0,357.0,357.0,0.0,431.0,0.5997290931538095,0
fault,stdA*,24,0,275.0,281.0,2.181818181818182,452.0,0.59972299379636,0
fault,stdA*,25,0,356.0,356.0,0.0,473.0,0.5998152889372732,0
fault,stdA*,26,0,285.0,285.0,0.0,470.0,0.5997383854982707,0
fault,stdA*,27,0,473.0,473.0,0.0,456.0,0.5983057729342973,0
fault,stdA*,28,0,335.0,335.0,0.0,456.0,0.5999506984544307,0
fault,stdA*,29,0,348.0,348.0,0.0,463.0,0.5998270917391286,0
fault,stdA*,30,0,302.0,302.0,0.0,462.0,0.5997729729150706,0
fault,stdA*,1,1,316.0,323.0,2.2151898734177213,208.0,0.44195507562459896,1
fault,stdA*,2,1,325.0,371.0,14.153846153846153,201.0,0.4026798889018812,1
fault,stdA*,3,1,307.0,340.0,10.749185667752444,214.0,0.4636476373318934,1
fault,stdA*,4,1,394.0,331.0,-15.989847715736042,207.0,0.45879430153584216,1
fault,stdA*,5,1,334.0,399.0,19.46107784431138,199.0,0.41183604755572056,1
fault,stdA*,6,1,297.0,367.0,23.56902356902357,204.0,0.4206099691835625,1
fault,stdA*,7,1,355.0,362.0,1.971830985915493,203.0,0.39643013447567627,1
fault,stdA*,8,1,350.0,381.0,8.857142857142856,213.0,0.432711861701638,1
fault,stdA*,9,1,373.0,340.0,-8.847184986595174,203.0,0.4511070967747412,1
fault,stdA*,10,1,284.0,278.0,-2.112676056338028,208.0,0.4930541216318417,1
fault,stdA*,11,1,321.0,355.0,10.59190031152648,211.0,0.4352382145619777,1
fault,stdA*,12,1,313.0,356.0,13.738019169329075,207.0,0.44570365240076054,1
fault,stdA*,13,1,312.0,331.0,6.089743589743589,212.0,0.47728811914543234,1
fault,stdA*,14,1,280.0,333.0,18.928571428571427,205.0,0.46659585970979645,1
fault,stdA*,15,1,369.0,339.0,-8.130081300813007,214.0,0.4548171837326568,1
fault,stdA*,16,1,300.0,393.0,31.0,210.0,0.4065663271047046,1
fault,stdA*,17,1,391.0,312.0,-20.20460358056266,208.0,0.4754474135582143,1
fault,stdA*,18,1,428.0,348.0,-18.69158878504673,210.0,0.44009581141323384,1
fault,stdA*,19,1,308.0,298.0,-3.2467532467532463,207.0,0.45702003134456787,1
fault,stdA*,20,1,399.0,309.0,-22.55639097744361,210.0,0.4846633228581237,1
fault,stdA*,21,1,337.0,373.0,10.682492581602373,212.0,0.42738473631695706,1
fault,stdA*,22,1,344.0,367.0,6.686046511627906,203.0,0.4410408824530954,1
fault,stdA*,23,1,357.0,352.0,-1.400560224089636,210.0,0.4314635334893052,1
fault,stdA*,24,1,275.0,333.0,21.09090909090909,207.0,0.46567237491353913,1
fault,stdA*,25,1,356.0,349.0,-1.9662921348314606,208.0,0.4546033778053441,1
fault,stdA*,26,1,285.0,275.0,-3.508771929824561,212.0,0.4962999664924453,1
fault,stdA*,27,1,473.0,333.0,-29.59830866807611,208.0,0.4617152485734473,1
fault,stdA*,28,1,335.0,335.0,0.0,201.0,0.4254882195879124,1
fault,stdA*,29,1,348.0,366.0,5.172413793103448,206.0,0.439344449461587,1
fault,stdA*,30,1,302.0,377.0,24.834437086092713,213.0,0.41446087922179187,1
fault,stdA*,1,2,316.0,316.0,0.0,433.0,0.5996739443784947,0
fault,stdA*,2,2,325.0,325.0,0.0,443.0,0.5997123969417014,0
fault,stdA*,3,2,307.0,380.0,23.778501628664493,437.0,0.599864910986643,0
fault,stdA*,4,2,394.0,394.0,0.0,455.0,0.5998800878983219,0
fault,stdA*,5,2,334.0,593.0,77.54491017964071,432.0,0.5691522885294523,0
fault,stdA*,6,2,297.0,297.0,0.0,436.0,0.599843110105128,0
fault,stdA*,7,2,355.0,355.0,0.0,455.0,0.5997617643683518,0
fault,stdA*,8,2,350.0,480.0,37.142857142857146,446.0,0.58973275339996,0
fault,stdA*,9,2,373.0,373.0,0.0,440.0,0.5998526508998986,0
fault,stdA*,10,2,284.0,284.0,0.0,446.0,0.5999563370182422,0
fault,stdA*,11,2,321.0,456.0,42.05607476635514,456.0,0.5999922735448515,0
fault,stdA*,12,2,313.0,364.0,16.293929712460063,451.0,0.5999726278277903,0
fault,stdA*,13,2,312.0,380.0,21.794871794871796,434.0,0.5999787859559554,0
fault,stdA*,14,2,280.0,280.0,0.0,448.0,0.5997113169159689,0
fault,stdA*,15,2,369.0,369.0,0.0,450.0,0.5998670790765537,0
fault,stdA*,16,2,300.0,300.0,0.0,447.0,0.599868806367655,0
fault,stdA*,17,2,391.0,391.0,0.0,454.0,0.5999934408993304,0
fault,stdA*,18,2,428.0,428.0,0.0,458.0,0.599979836052363,0
fault,stdA*,19,2,308.0,404.0,31.16883116883117,440.0,0.5999192480956167,0
fault,stdA*,20,2,399.0,452.0,13.283208020050125,440.0,0.5958957742850876,0
fault,stdA*,21,2,337.0,487.0,44.510385756676556,444.0,0.5874662522092516,0
fault,stdA*,22,2,344.0,507.0,47.383720930232556,444.0,0.5828806280877423,0
fault,stdA*,23,2,357.0,406.0,13.725490196078432,442.0,0.5998366671489866,0
fault,stdA*,24,2,275.0,275.0,0.0,459.0,0.5999337990334989,0
fault,stdA*,25,2,356.0,619.0,73.87640449438202,429.0,0.5667613914498518,0
fault,stdA*,26,2,285.0,285.0,0.0,455.0,0.5999307280978838,0
fault,stdA*,27,2,473.0,473.0,0.0,441.0,0.5981734107029528,0
fault,stdA*,28,2,335.0,447.0,33.43283582089553,454.0,0.5997512183252419,0
fault,stdA*,29,2,348.0,348.0,0.0,451.0,0.5999893232683912,0
fault,stdA*,30,2,302.0,398.0,31.788079470198678,446.0,0.5998325762881346,0
fault,stdA*,1,3,316.0,328.0,3.79746835443038,167.0,0.43830011767559746,1
fault,stdA*,2,3,325.0,309.0,-4.923076923076923,162.0,0.4518108998636427,1
fault,stdA*,3,3,307.0,384.0,25.0814332247557,171.0,0.420413394101093,1
fault,stdA*,4,3,394.0,324.0,-17.766497461928935,170.0,0.4187318639690019,1
fault,stdA*,5,3,334.0,357.0,6.88622754491018,166.0,0.4338410195193963,1
fault,stdA*,6,3,297.0,336.0,13.131313131313133,162.0,0.4200546965737432,1
