scenario,strategy,metric,mean,std,n
congestion,A*-GA,deg_pct,59.02684932581264,26.7543125706173,150
congestion,A*-GA,f1_event,481.58,84.26327151359895,150
congestion,EHCO,deg_pct,44.885940908018405,29.833827109626643,150
congestion,EHCO,f1_event,475.29333333333335,98.30472734484603,150
congestion,EHCO,response_ms,120.5551104167676,24.663282488982013,144
congestion,moead-cl,deg_pct,40.62976980242082,28.824631898375877,150
congestion,moead-cl,f1_event,460.87333333333333,90.63802901790483,150
congestion,moead-cl,response_ms,550.9304604173243,14.526164434609468,144
congestion,moead-full,deg_pct,53.95907948183026,32.34457788646147,150
congestion,moead-full,f1_event,444.08,96.0515465638916,150
congestion,moead-full,response_ms,550.7289572578297,13.40996965157529,124
congestion,noFLC,deg_pct,46.15502420218463,27.801123232889285,150
congestion,noFLC,f1_event,480.5733333333333,96.28072396698244,150
congestion,noFLC,response_ms,118.51068333317016,24.963115818639345,144
fault,A*-GA,deg_pct,46.3113956055161,41.27548737800181,150
fault,A*-GA,f1_event,443.4,128.41621716985267,150
fault,EHCO,deg_pct,3.837339153589862,14.569860659308828,150
fault,EHCO,f1_event,340.61333333333334,48.04664772845067,150
fault,EHCO,response_ms,514.8873933333057,37.21762830822554,90
fault,moead-cl,deg_pct,3.1623991224906596,14.062708704758412,150
fault,moead-cl,f1_event,338.46666666666664,46.98002812372076,150
fault,moead-cl,response_ms,2818.9366577776027,203.65429893509793,90
fault,moead-full,deg_pct,10.499084571618523,9.905267177570622,150
fault,moead-full,f1_event,318.7133333333333,32.47804352115393,150
fault,moead-full,response_ms,2788.548931034366,38.75213500069851,87
fault,noFLC,deg_pct,5.512219058926179,14.44337543958524,150
fault,noFLC,f1_event,346.44666666666666,49.79171876196576,150
fault,noFLC,response_ms,511.424396666391,37.443701188285495,90
urgent,A*-GA,deg_pct,92.85124214611103,22.50412596181842,150
urgent,A*-GA,f1_event,583.0333333333333,65.34846364088229,150
urgent,EHCO,deg_pct,43.558080336312706,25.672709795924106,150
urgent,EHCO,f1_event,467.5933333333333,59.55969276479804,150
urgent,EHCO,response_ms,97.00755666660068,6.13431309666476,150
urgent,moead-cl,deg_pct,41.40188026108219,24.757125724661957,150
urgent,moead-cl,f1_event,460.74666666666667,57.86958105631239,150
urgent,moead-cl,response_ms,542.2358833334389,11.221848680703182,150
urgent,moead-full,deg_pct,60.732326478776244,22.141096738440687,150
urgent,moead-full,f1_event,462.62,60.0757541909441,150
urgent,moead-full,response_ms,542.549289999782,10.503119560209493,150
urgent,noFLC,deg_pct,43.3015338074706,25.852121296939,150
urgent,noFLC,f1_event,466.84,60.663123037346956,150
urgent,noFLC,response_ms,93.46247333339609,3.937022964516206,150
