scenario,strategy,seed,instance,t_ev,f1_base,f1_event,deg_pct,timeout,response_ms,replan_evals,warn_t,warn_agv,n_warned,n_agv,event_fired,replan_applied,maint_enter
congestion,moead-cl,1,0,150.0,337.0,559.0,65.8753709198813,0,568.8941999978852,4000,None,None,0,10,1,1,
congestion,moead-full,1,0,150.0,290.0,546.0,88.27586206896552,0,551.2979999984964,4000,None,None,0,10,1,1,
congestion,moead-cl,2,0,150.0,307.0,496.0,61.563517915309454,0,568.1618000016897,4000,None,None,0,10,1,1,
congestion,moead-full,2,0,150.0,312.0,708.0,126.92307692307692,0,536.4446999956272,4000,None,None,0,10,1,1,
congestion,moead-cl,3,0,150.0,303.0,552.0,82.17821782178217,0,542.8021000043373,4000,None,None,0,10,1,1,
congestion,moead-full,3,0,150.0,290.0,513.0,76.89655172413794,0,543.047099999967,4000,None,None,0,10,1,1,
congestion,moead-cl,4,0,150.0,299.0,599.0,100.33444816053512,0,559.5103000014205,4000,None,None,0,10,1,1,
congestion,moead-full,4,0,150.0,311.0,531.0,70.7395498392283,0,542.2741000002134,4000,None,None,0,10,1,1,
congestion,moead-cl,5,0,150.0,321.0,480.0,49.532710280373834,0,571.5597000016714,4000,None,None,0,10,1,1,
congestion,moead-full,5,0,150.0,312.0,522.0,67.3076923076923,0,544.6006999991369,4000,None,None,0,10,1,1,
congestion,moead-cl,6,0,150.0,352.0,497.0,41.19318181818182,0,541.5357999954722,4000,None,None,0,10,1,1,
congestion,moead-full,6,0,150.0,283.0,582.0,105.65371024734982,0,552.0572999957949,4000,None,None,0,10,1,1,
congestion,moead-cl,7,0,150.0,305.0,542.0,77.70491803278688,0,554.1301999983261,4000,None,None,0,10,1,1,
congestion,moead-full,7,0,150.0,276.0,535.0,93.84057971014492,0,543.1746999965981,4000,None,None,0,10,1,1,
congestion,moead-cl,8,0,150.0,347.0,593.0,70.89337175792507,0,564.2805000024964,4000,None,None,0,10,1,1,
congestion,moead-full,8,0,150.0,292.0,557.0,90.75342465753424,0,543.2770999977947,4000,None,None,0,10,1,1,
congestion,moead-cl,9,0,150.0,317.0,645.0,103.47003154574132,0,537.2110999960569,4000,None,None,0,10,1,1,
congestion,moead-full,9,0,150.0,290.0,602.0,107.58620689655172,0,554.9468999961391,4000,None,None,0,10,1,1,
congestion,moead-cl,10,0,150.0,292.0,470.0,60.95890410958904,0,540.1383999997051,4000,None,None,0,10,1,0,
congestion,moead-full,10,0,150.0,273.0,446.0,63.369963369963365,0,545.2356000023428,4000,None,None,0,10,1,1,
congestion,moead-cl,11,0,150.0,454.0,603.0,32.819383259911895,0,558.2214999958524,4000,None,None,0,10,1,1,
congestion,moead-full,11,0,150.0,297.0,540.0,81.81818181818183,0,541.834600000584,4000,None,None,0,10,1,0,
congestion,moead-cl,12,0,150.0,306.0,584.0,90.84967320261438,0,544.2182999977376,4000,None,None,0,10,1,1,
congestion,moead-full,12,0,150.0,298.0,478.0,60.40268456375839,0,569.8637000023155,4000,None,None,0,10,1,1,
congestion,moead-cl,13,0,150.0,361.0,728.0,101.66204986149584,0,538.0386000033468,4000,None,None,0,10,1,0,
congestion,moead-full,13,0,150.0,286.0,533.0,86.36363636363636,0,548.4529999957886,4000,None,None,0,10,1,1,
congestion,moead-cl,14,0,150.0,278.0,435.0,56.4748201438849,0,557.5832999966224,4000,None,None,0,10,1,1,
congestion,moead-full,14,0,150.0,272.0,497.0,82.72058823529412,0,533.4739000027184,4000,None,None,0,10,1,0,
congestion,moead-cl,15,0,150.0,349.0,444.0,27.22063037249284,0,540.244600000733,4000,None,None,0,10,1,1,
congestion,moead-full,15,0,150.0,287.0,495.0,72.47386759581882,0,570.9920000008424,4000,None,None,0,10,1,1,
congestion,moead-cl,16,0,150.0,291.0,484.0,66.32302405498281,0,547.4361999949906,4000,None,None,0,10,1,0,
congestion,moead-full,16,0,150.0,301.0,644.0,113.95348837209302,0,564.8541999980807,4000,None,None,0,10,1,1,
congestion,moead-cl,17,0,150.0,380.0,530.0,39.473684210526315,0,546.9666999997571,4000,None,None,0,10,1,1,
congestion,moead-full,17,0,150.0,287.0,577.0,101.04529616724737,0,541.2317000009352,4000,None,None,0,10,1,0,
congestion,moead-cl,18,0,150.0,309.0,621.0,100.97087378640776,0,550.0232999984291,4000,None,None,0,10,1,1,
congestion,moead-full,18,0,150.0,298.0,522.0,75.16778523489933,0,562.3701000004075,4000,None,None,0,10,1,1,
congestion,moead-cl,19,0,150.0,345.0,451.0,30.72463768115942,0,543.8846999968519,4000,None,None,0,10,1,1,
congestion,moead-full,19,0,150.0,268.0,586.0,118.65671641791045,0,553.8018999941414,4000,None,None,0,10,1,1,
congestion,moead-cl,20,0,150.0,293.0,479.0,63.48122866894198,0,545.3405000007479,4000,None,None,0,10,1,1,
congestion,moead-full,20,0,150.0,276.0,493.0,78.62318840579711,0,538.5468999957084,4000,None,None,0,10,1,0,
congestion,moead-cl,21,0,150.0,284.0,482.0,69.71830985915493,0,549.1509999992559,4000,None,None,0,10,1,1,
congestion,moead-full,21,0,150.0,295.0,559.0,89.49152542372882,0,560.595299997658,4000,None,None,0,10,1,1,
congestion,moead-cl,22,0,150.0,287.0,459.0,59.93031358885017,0,541.9748000058462,4000,None,None,0,10,1,1,
congestion,moead-full,22,0,150.0,290.0,516.0,77.93103448275862,0,564.9290000001201,4000,None,None,0,10,1,1,
congestion,moead-cl,23,0,150.0,362.0,602.0,66.29834254143645,0,543.4071000054246,4000,None,None,0,10,1,1,
congestion,moead-full,23,0,150.0,291.0,503.0,72.85223367697594,0,550.794800001313,4000,None,None,0,10,1,1,
congestion,moead-cl,24,0,150.0,312.0,547.0,75.32051282051282,0,554.5773999983794,4000,None,None,0,10,1,1,
