scenario,strategy,beta,seed,instance,t_inj,fault_type,f1_base,f1_event,deg_pct,timeout,response_ms,warn_t,lead_time,warn_agv,detected,false_pos,maint_enter,min_h,replan_applied
fault,EHCO,0.002,21,0,200.0,thermal,337.0,337.0,0.0,0,,408.0,208.0,3,1,0,None,0.5996987517476129,0
fault,EHCO,0.002,22,0,200.0,thermal,344.0,379.0,10.174418604651162,0,,436.0,236.0,3,1,0,None,0.5999137351313065,0
fault,EHCO,0.002,23,0,200.0,thermal,357.0,357.0,0.0,0,,396.0,196.0,3,1,0,None,0.5998947807030203,0
fault,EHCO,0.002,24,0,200.0,thermal,275.0,281.0,2.181818181818182,0,,417.0,217.0,3,1,0,None,0.5998713520840349,0
fault,EHCO,0.002,25,0,200.0,thermal,356.0,356.0,0.0,0,,438.0,238.0,2,1,0,None,0.5999010628777443,0
fault,EHCO,0.002,26,0,200.0,thermal,285.0,285.0,0.0,0,,435.0,235.0,3,1,0,None,0.5998349394164381,0
fault,EHCO,0.002,27,0,200.0,thermal,473.0,473.0,0.0,0,,422.0,222.0,0,1,0,None,0.5989613198400686,0
fault,EHCO,0.002,28,0,200.0,thermal,335.0,335.0,0.0,0,,422.0,222.0,3,1,0,None,0.5997572153087398,0
fault,EHCO,0.002,29,0,200.0,thermal,348.0,348.0,0.0,0,,428.0,228.0,3,1,0,None,0.5999351205057495,0
fault,EHCO,0.002,30,0,200.0,thermal,302.0,302.0,0.0,0,,427.0,227.0,3,1,0,None,0.5998718365571,0
fault,EHCO,0.002,1,1,139.2060032799555,vibration,316.0,349.0,10.443037974683545,0,465.15700000236393,180.0,40.793996720044504,1,1,0,219.0,0.41474350683834627,1
fault,EHCO,0.002,2,1,139.2060032799555,vibration,325.0,337.0,3.6923076923076925,0,469.0520000003744,175.0,35.793996720044504,4,1,0,219.0,0.4183480034094223,1
fault,EHCO,0.002,3,1,139.2060032799555,vibration,307.0,340.0,10.749185667752444,0,442.4677999995765,184.0,44.793996720044504,5,1,0,317.0,0.4433717578115596,1
fault,EHCO,0.002,4,1,139.2060032799555,vibration,394.0,339.0,-13.959390862944163,0,474.2521999978635,179.0,39.793996720044504,5,1,0,275.0,0.4337002889143132,1
fault,EHCO,0.002,5,1,139.2060032799555,vibration,334.0,346.0,3.592814371257485,0,481.1924999994517,173.0,33.793996720044504,2,1,0,195.0,0.3979073171125856,1
fault,EHCO,0.002,6,1,139.2060032799555,vibration,297.0,309.0,4.040404040404041,0,457.56960000289837,176.0,36.793996720044504,1,1,0,259.0,0.4407500838816228,1
fault,EHCO,0.002,7,1,139.2060032799555,vibration,355.0,321.0,-9.577464788732394,0,461.8601000001945,175.0,35.793996720044504,7,1,0,220.0,0.42862483410940333,1
fault,EHCO,0.002,8,1,139.2060032799555,vibration,350.0,350.0,0.0,0,462.92620000167517,184.0,44.793996720044504,7,1,0,295.0,0.43736185697432417,1
fault,EHCO,0.002,9,1,139.2060032799555,vibration,373.0,366.0,-1.876675603217158,0,458.27229999849806,176.0,36.793996720044504,1,1,0,219.0,0.40539893047358244,1
fault,EHCO,0.002,10,1,139.2060032799555,vibration,284.0,282.0,-0.7042253521126761,0,436.3344000012148,179.0,39.793996720044504,5,1,0,266.0,0.46115262935414,1
fault,EHCO,0.002,11,1,139.2060032799555,vibration,321.0,354.0,10.2803738317757,0,427.4948999991466,182.0,42.793996720044504,6,1,0,250.0,0.41413786432932415,1
fault,EHCO,0.002,12,1,139.2060032799555,vibration,313.0,310.0,-0.9584664536741214,0,466.3865000002261,180.0,40.793996720044504,2,1,0,289.0,0.4560879817487169,1
fault,EHCO,0.002,13,1,139.2060032799555,vibration,312.0,312.0,0.0,0,469.1856999997981,184.0,44.793996720044504,7,1,0,295.0,0.46682131366578095,1
fault,EHCO,0.002,14,1,139.2060032799555,vibration,280.0,285.0,1.7857142857142856,0,480.6501999992179,177.0,37.793996720044504,0,1,0,None,0.44398435187201984,1
fault,EHCO,0.002,15,1,139.2060032799555,vibration,369.0,347.0,-5.9620596205962055,0,469.091799997841,184.0,44.793996720044504,0,1,0,248.0,0.4242560904381185,1
fault,EHCO,0.002,16,1,139.2060032799555,vibration,300.0,374.0,24.666666666666668,0,480.4939999994531,181.0,41.793996720044504,3,1,0,238.0,0.398670503913854,1
fault,EHCO,0.002,17,1,139.2060032799555,vibration,391.0,329.0,-15.856777493606138,0,464.0499999986787,179.0,39.793996720044504,3,1,0,221.0,0.4337310420062585,1
fault,EHCO,0.002,18,1,139.2060032799555,vibration,428.0,347.0,-18.925233644859812,0,469.1190000012284,181.0,41.793996720044504,6,1,0,210.0,0.4126124016909085,1
fault,EHCO,0.002,19,1,139.2060032799555,vibration,308.0,318.0,3.2467532467532463,0,421.7356999979529,179.0,39.793996720044504,6,1,0,None,0.42772357493162116,1
fault,EHCO,0.002,20,1,139.2060032799555,vibration,399.0,324.0,-18.796992481203006,0,470.2824999985751,181.0,41.793996720044504,0,1,0,281.0,0.4560282741540863,1
fault,EHCO,0.002,21,1,139.2060032799555,vibration,337.0,363.0,7.71513353115727,0,454.5252999996592,182.0,42.793996720044504,1,1,0,257.0,0.4137100200572839,1
fault,EHCO,0.002,22,1,139.2060032799555,vibration,344.0,344.0,0.0,0,429.1881999997713,176.0,36.793996720044504,8,1,0,191.0,0.3965368250520562,1
fault,EHCO,0.002,23,1,139.2060032799555,vibration,357.0,352.0,-1.400560224089636,0,457.57189999858383,182.0,42.793996720044504,9,1,0,190.0,0.3927183959128031,1
fault,EHCO,0.002,24,1,139.2060032799555,vibration,275.0,346.0,25.818181818181817,0,465.92729999974836,180.0,40.793996720044504,3,1,0,221.0,0.41552347088366187,1
fault,EHCO,0.002,25,1,139.2060032799555,vibration,356.0,448.0,25.842696629213485,0,448.79429999855347,180.0,40.793996720044504,3,1,0,227.0,0.3734841895845514,1
fault,EHCO,0.002,26,1,139.2060032799555,vibration,285.0,312.0,9.473684210526317,0,445.0311000000511,184.0,44.793996720044504,8,1,0,286.0,0.45756848766051544,1
fault,EHCO,0.002,27,1,139.2060032799555,vibration,473.0,321.0,-32.1353065539112,0,522.4758000003931,180.0,40.793996720044504,0,1,0,235.0,0.45843818934215913,1
fault,EHCO,0.002,28,1,139.2060032799555,vibration,335.0,410.0,22.388059701492537,0,497.7994000000763,174.0,34.793996720044504,6,1,0,229.0,0.3815814422917973,1
fault,EHCO,0.002,29,1,139.2060032799555,vibration,348.0,293.0,-15.804597701149426,0,452.6378000009572,177.0,37.793996720044504,1,1,0,None,0.42880908879977025,1
fault,EHCO,0.002,30,1,139.2060032799555,vibration,302.0,377.0,24.834437086092713,0,416.33980000187876,184.0,44.793996720044504,8,1,0,265.0,0.39626000121719485,1
fault,EHCO,0.002,1,2,181.7052044143888,thermal,316.0,316.0,0.0,0,,398.0,216.2947955856112,8,1,0,None,0.5997590993312684,0
fault,EHCO,0.002,2,2,181.7052044143888,thermal,325.0,325.0,0.0,0,,408.0,226.2947955856112,7,1,0,None,0.5998256434449876,0
fault,EHCO,0.002,3,2,181.7052044143888,thermal,307.0,380.0,23.778501628664493,0,,402.0,220.2947955856112,0,1,0,None,0.5999644793166904,0
fault,EHCO,0.002,4,2,181.7052044143888,thermal,394.0,394.0,0.0,0,,420.0,238.2947955856112,6,1,0,None,0.5999512472196842,0
fault,EHCO,0.002,5,2,181.7052044143888,thermal,334.0,593.0,77.54491017964071,0,,398.0,216.2947955856112,2,1,0,None,0.5662437425663644,0
fault,EHCO,0.002,6,2,181.7052044143888,thermal,297.0,297.0,0.0,0,,401.0,219.2947955856112,8,1,0,None,0.599922204033888,0
fault,EHCO,0.002,7,2,181.7052044143888,thermal,355.0,355.0,0.0,0,,420.0,238.2947955856112,1,1,0,None,0.599796686406531,0
fault,EHCO,0.002,8,2,181.7052044143888,thermal,350.0,480.0,37.142857142857146,0,,411.0,229.2947955856112,6,1,0,None,0.5816375444268542,0
fault,EHCO,0.002,9,2,181.7052044143888,thermal,373.0,373.0,0.0,0,,405.0,223.2947955856112,7,1,0,None,0.5999620607280196,0
fault,EHCO,0.002,10,2,181.7052044143888,thermal,284.0,284.0,0.0,0,,411.0,229.2947955856112,7,1,0,None,0.5999893224588637,0
fault,EHCO,0.002,11,2,181.7052044143888,thermal,321.0,456.0,42.05607476635514,0,,422.0,240.2947955856112,9,1,0,None,0.5893962522018392,0
fault,EHCO,0.002,12,2,181.7052044143888,thermal,313.0,364.0,16.293929712460063,0,,417.0,235.2947955856112,5,1,0,None,0.5996632373332045,0
fault,EHCO,0.002,13,2,181.7052044143888,thermal,312.0,380.0,21.794871794871796,0,,400.0,218.2947955856112,9,1,0,None,0.5997458339841061,0
fault,EHCO,0.002,14,2,181.7052044143888,thermal,280.0,280.0,0.0,0,,413.0,231.2947955856112,3,1,0,None,0.5997438193796649,0
fault,EHCO,0.002,15,2,181.7052044143888,thermal,369.0,369.0,0.0,0,,415.0,233.2947955856112,3,1,0,None,0.5999455705588503,0
fault,EHCO,0.002,16,2,181.7052044143888,thermal,300.0,300.0,0.0,0,,412.0,230.2947955856112,2,1,0,None,0.599912618995409,0
fault,EHCO,0.002,17,2,181.7052044143888,thermal,391.0,391.0,0.0,0,,420.0,238.2947955856112,6,1,0,None,0.5996840347139154,0
fault,EHCO,0.002,18,2,181.7052044143888,thermal,428.0,428.0,0.0,0,,424.0,242.2947955856112,8,1,0,None,0.5988952538728408,0
fault,EHCO,0.002,19,2,181.7052044143888,thermal,308.0,404.0,31.16883116883117,0,,405.0,223.2947955856112,7,1,0,None,0.5999731916546792,0
fault,EHCO,0.002,20,2,181.7052044143888,thermal,399.0,452.0,13.283208020050125,0,,405.0,223.2947955856112,5,1,0,None,0.5863041004118792,0
fault,EHCO,0.002,21,2,181.7052044143888,thermal,337.0,487.0,44.510385756676556,0,,409.0,227.2947955856112,8,1,0,None,0.5799308059146057,0
fault,EHCO,0.002,22,2,181.7052044143888,thermal,344.0,507.0,47.383720930232556,0,,409.0,227.2947955856112,5,1,0,None,0.5764740718172594,0
fault,EHCO,0.002,23,2,181.7052044143888,thermal,357.0,406.0,13.725490196078432,0,,407.0,225.2947955856112,4,1,0,None,0.5999062676369024,0
fault,EHCO,0.002,24,2,181.7052044143888,thermal,275.0,275.0,0.0,0,,424.0,242.2947955856112,6,1,0,None,0.5999742037974145,0
fault,EHCO,0.002,25,2,181.7052044143888,thermal,356.0,619.0,73.87640449438202,0,,395.0,213.2947955856112,5,1,0,None,0.5644688372700671,0
fault,EHCO,0.002,26,2,181.7052044143888,thermal,285.0,285.0,0.0,0,,420.0,238.2947955856112,1,1,0,None,0.599957520727107,0
fault,EHCO,0.002,27,2,181.7052044143888,thermal,473.0,473.0,0.0,0,,406.0,224.2947955856112,6,1,0,None,0.5990494281946613,0
fault,EHCO,0.002,28,2,181.7052044143888,thermal,335.0,447.0,33.43283582089553,0,,419.0,237.2947955856112,0,1,0,None,0.5911104109162393,0
fault,EHCO,0.002,29,2,181.7052044143888,thermal,348.0,348.0,0.0,0,,417.0,235.2947955856112,9,1,0,None,0.5996989067131668,0
fault,EHCO,0.002,30,2,181.7052044143888,thermal,302.0,398.0,31.788079470198678,0,,411.0,229.2947955856112,6,1,0,None,0.5999174673995312,0
fault,EHCO,0.002,1,3,87.05594713886512,vibration,316.0,361.0,14.240506329113925,0,520.1042999979109,137.0,49.94405286113488,9,1,0,227.0,0.398516118759785,1
fault,EHCO,0.002,2,3,87.05594713886512,vibration,325.0,291.0,-10.461538461538462,0,529.0848999975424,133.0,45.94405286113488,1,1,0,234.0,0.4473818828966271,1
fault,EHCO,0.002,3,3,87.05594713886512,vibration,307.0,344.0,12.052117263843648,0,551.4573999971617,140.0,52.94405286113488,4,1,0,198.0,0.3981448659390663,1
fault,EHCO,0.002,4,3,87.05594713886512,vibration,394.0,358.0,-9.137055837563452,0,575.6887999996252,138.0,50.94405286113488,7,1,0,195.0,0.382715616271828,1
fault,EHCO,0.002,5,3,87.05594713886512,vibration,334.0,324.0,-2.9940119760479043,0,567.6860000021406,136.0,48.94405286113488,0,1,0,184.0,0.40132952967188246,1
fault,EHCO,0.002,6,3,87.05594713886512,vibration,297.0,320.0,7.744107744107744,0,544.3424000004597,132.0,44.94405286113488,1,1,0,210.0,0.4108276688501813,1
fault,EHCO,0.002,7,3,87.05594713886512,vibration,355.0,335.0,-5.633802816901409,0,507.9331999986607,139.0,51.94405286113488,0,1,0,202.0,0.4036841136250303,1
fault,EHCO,0.002,8,3,87.05594713886512,vibration,350.0,355.0,1.4285714285714286,0,524.8830000018643,134.0,46.94405286113488,4,1,0,168.0,0.3868787475083726,1
fault,EHCO,0.002,9,3,87.05594713886512,vibration,373.0,325.0,-12.868632707774799,0,509.5265999989351,131.0,43.94405286113488,7,1,0,240.0,0.40724739632997353,1
fault,EHCO,0.002,10,3,87.05594713886512,vibration,284.0,310.0,9.15492957746479,0,509.8422000010032,140.0,52.94405286113488,4,1,0,194.0,0.41987041230632877,1
fault,EHCO,0.002,11,3,87.05594713886512,vibration,321.0,363.0,13.084112149532709,0,529.8669000003429,134.0,46.94405286113488,2,1,0,143.0,0.3702112226856846,1
fault,EHCO,0.002,12,3,87.05594713886512,vibration,313.0,334.0,6.7092651757188495,0,525.6919999992533,135.0,47.94405286113488,7,1,0,153.0,0.3856707408704016,1
fault,EHCO,0.002,13,3,87.05594713886512,vibration,312.0,332.0,6.41025641025641,0,515.526499999396,137.0,49.94405286113488,9,1,0,190.0,0.39479523254449916,1
fault,EHCO,0.002,14,3,87.05594713886512,vibration,280.0,303.0,8.214285714285714,0,511.6395000004559,140.0,52.94405286113488,0,1,0,189.0,0.42086979373875344,1
fault,EHCO,0.002,15,3,87.05594713886512,vibration,369.0,338.0,-8.401084010840108,0,521.7716999977711,134.0,46.94405286113488,4,1,0,173.0,0.3973572159373989,1
fault,EHCO,0.002,16,3,87.05594713886512,vibration,300.0,315.0,5.0,0,527.0275000002584,134.0,46.94405286113488,9,1,0,288.0,0.4176879874341054,1
fault,EHCO,0.002,17,3,87.05594713886512,vibration,391.0,310.0,-20.716112531969312,0,515.4982000021846,133.0,45.94405286113488,4,1,0,257.0,0.44750723702796913,1
fault,EHCO,0.002,18,3,87.05594713886512,vibration,428.0,338.0,-21.02803738317757,0,518.7215000005381,144.0,56.94405286113488,5,1,0,216.0,0.41336623898653974,1
fault,EHCO,0.002,19,3,87.05594713886512,vibration,308.0,328.0,6.493506493506493,0,504.5809000002919,139.0,51.94405286113488,2,1,0,209.0,0.40998764083092043,1
fault,EHCO,0.002,20,3,87.05594713886512,vibration,399.0,349.0,-12.531328320802004,0,541.1951999994926,133.0,45.94405286113488,3,1,0,181.0,0.39445431994670344,1
fault,EHCO,0.002,21,3,87.05594713886512,vibration,337.0,306.0,-9.198813056379821,0,506.4295000011043,144.0,56.94405286113488,2,1,0,237.0,0.45078719742782675,1
fault,EHCO,0.002,22,3,87.05594713886512,vibration,344.0,330.0,-4.069767441860465,0,503.1645999988541,135.0,47.94405286113488,4,1,0,203.0,0.40859670614915766,1
fault,EHCO,0.002,23,3,87.05594713886512,vibration,357.0,336.0,-5.88235294117647,0,535.6152000022121,134.0,46.94405286113488,3,1,0,188.0,0.38612437988093096,1
fault,EHCO,0.002,24,3,87.05594713886512,vibration,275.0,308.0,12.0,0,504.24909999856027,141.0,53.94405286113488,0,1,0,217.0,0.43775636647774696,1
fault,EHCO,0.002,25,3,87.05594713886512,vibration,356.0,284.0,-20.224719101123593,0,505.5066999993869,135.0,47.94405286113488,5,1,0,215.0,0.4472727486396849,1
fault,EHCO,0.002,26,3,87.05594713886512,vibration,285.0,290.0,1.7543859649122806,0,494.2822000011802,137.0,49.94405286113488,4,1,0,240.0,0.45193796954578996,1
fault,EHCO,0.002,27,3,87.05594713886512,vibration,473.0,315.0,-33.40380549682875,0,520.7167000007757,141.0,53.94405286113488,5,1,0,215.0,0.4276609925681354,1
fault,EHCO,0.002,28,3,87.05594713886512,vibration,335.0,357.0,6.567164179104477,0,546.9640000010259,139.0,51.94405286113488,5,1,0,161.0,0.38281793744213133,1
fault,EHCO,0.002,29,3,87.05594713886512,vibration,348.0,307.0,-11.781609195402298,0,514.0090999993845,135.0,47.94405286113488,1,1,0,205.0,0.41376392810079526,1
fault,EHCO,0.002,30,3,87.05594713886512,vibration,302.0,312.0,3.3112582781456954,0,490.442800000892,137.0,49.94405286113488,6,1,0,201.0,0.42191569224464137,1
fault,EHCO,0.002,1,4,64.21579955915043,vibration,316.0,315.0,-0.31645569620253167,0,539.5118000014918,126.0,61.784200440849574,7,1,0,145.0,0.3952895882826774,1
fault,EHCO,0.002,2,4,64.21579955915043,vibration,325.0,334.0,2.769230769230769,0,555.7437999996182,117.0,52.784200440849574,4,1,0,243.0,0.41535422867661514,1
fault,EHCO,0.002,3,4,64.21579955915043,vibration,307.0,309.0,0.6514657980456027,0,528.3949000004213,119.0,54.784200440849574,0,1,0,188.0,0.40206440434492013,1
fault,EHCO,0.002,4,4,64.21579955915043,vibration,394.0,325.0,-17.512690355329948,0,546.2201000009372,120.0,55.784200440849574,9,1,0,175.0,0.39918310604108737,1
fault,EHCO,0.002,5,4,64.21579955915043,vibration,334.0,370.0,10.778443113772456,0,550.1475999990362,118.0,53.784200440849574,2,1,0,203.0,0.37721028421801106,1
fault,EHCO,0.002,6,4,64.21579955915043,vibration,297.0,411.0,38.38383838383838,0,543.4273999999277,119.0,54.784200440849574,1,1,0,213.0,0.3699229556960904,1
fault,EHCO,0.002,7,4,64.21579955915043,vibration,355.0,409.0,15.211267605633802,0,540.6531000007817,125.0,60.784200440849574,1,1,0,198.0,0.3710169352956581,1
fault,EHCO,0.002,8,4,64.21579955915043,vibration,350.0,405.0,15.714285714285714,0,558.8834000009228,115.0,50.784200440849574,1,1,0,179.0,0.3633054462621961,1
fault,EHCO,0.002,9,4,64.21579955915043,vibration,373.0,307.0,-17.694369973190348,0,513.4437000015168,118.0,53.784200440849574,1,1,0,241.0,0.4393954946835023,1
fault,EHCO,0.002,10,4,64.21579955915043,vibration,284.0,325.0,14.43661971830986,0,506.3876000021992,124.0,59.784200440849574,6,1,0,166.0,0.3895403812427163,1
fault,EHCO,0.002,11,4,64.21579955915043,vibration,321.0,316.0,-1.557632398753894,0,530.313400002342,125.0,60.784200440849574,4,1,0,198.0,0.4130786771359645,1
fault,EHCO,0.002,12,4,64.21579955915043,vibration,313.0,316.0,0.9584664536741214,0,541.7257000008249,115.0,50.784200440849574,9,1,0,179.0,0.4074257441170616,1
fault,EHCO,0.002,13,4,64.21579955915043,vibration,312.0,333.0,6.730769230769231,0,546.0863000007521,121.0,56.784200440849574,1,1,0,175.0,0.3898552843666793,1
fault,EHCO,0.002,14,4,64.21579955915043,vibration,280.0,352.0,25.71428571428571,0,559.0353999978106,126.0,61.784200440849574,4,1,0,197.0,0.3950969597168583,1
fault,EHCO,0.002,15,4,64.21579955915043,vibration,369.0,315.0,-14.634146341463413,0,527.0888000013656,120.0,55.784200440849574,8,1,0,179.0,0.3909332569394198,1
fault,EHCO,0.002,16,4,64.21579955915043,vibration,300.0,355.0,18.333333333333332,0,546.7580000004091,126.0,61.784200440849574,0,1,0,196.0,0.3922767506191896,1
fault,EHCO,0.002,17,4,64.21579955915043,vibration,391.0,306.0,-21.73913043478261,0,536.9258999999147,121.0,56.784200440849574,5,1,0,200.0,0.4277930620848025,1
fault,EHCO,0.002,18,4,64.21579955915043,vibration,428.0,322.0,-24.766355140186917,0,543.1618000002345,117.0,52.784200440849574,2,1,0,213.0,0.4086203695536995,1
fault,EHCO,0.002,19,4,64.21579955915043,vibration,308.0,312.0,1.2987012987012987,0,516.3433999987319,123.0,58.784200440849574,4,1,0,170.0,0.3992254561977191,1
fault,EHCO,0.002,20,4,64.21579955915043,vibration,399.0,370.0,-7.268170426065162,0,557.183900000382,123.0,58.784200440849574,8,1,0,189.0,0.38170569878437005,1
fault,EHCO,0.002,21,4,64.21579955915043,vibration,337.0,372.0,10.385756676557865,0,518.8215999987733,126.0,61.784200440849574,1,1,0,235.0,0.39865064761575975,1
fault,EHCO,0.002,22,4,64.21579955915043,vibration,344.0,292.0,-15.11627906976744,0,539.2046999986633,119.0,54.784200440849574,3,1,0,188.0,0.42069728250540794,1
fault,EHCO,0.002,23,4,64.21579955915043,vibration,357.0,334.0,-6.442577030812324,0,528.5911999999371,121.0,56.784200440849574,0,1,0,202.0,0.39947384427305144,1
fault,EHCO,0.002,24,4,64.21579955915043,vibration,275.0,297.0,8.0,0,537.5561000000744,119.0,54.784200440849574,4,1,0,184.0,0.4234913017254572,1
fault,EHCO,0.002,25,4,64.21579955915043,vibration,356.0,299.0,-16.01123595505618,0,526.019200002338,127.0,62.784200440849574,2,1,0,196.0,0.4196826450474137,1
fault,EHCO,0.002,26,4,64.21579955915043,vibration,285.0,292.0,2.456140350877193,0,502.9188000007707,120.0,55.784200440849574,2,1,0,174.0,0.41517783464100394,1
fault,EHCO,0.002,27,4,64.21579955915043,vibration,473.0,371.0,-21.56448202959831,0,548.2362999973702,116.0,51.784200440849574,1,1,0,164.0,0.372655085138989,1
fault,EHCO,0.002,28,4,64.21579955915043,vibration,335.0,339.0,1.1940298507462688,0,548.6418000000413,122.0,57.784200440849574,8,1,0,180.0,0.39106210302487443,1
fault,EHCO,0.002,29,4,64.21579955915043,vibration,348.0,319.0,-8.333333333333332,0,534.7086000001582,125.0,60.784200440849574,9,1,0,166.0,0.3909675296549096,1
fault,EHCO,0.002,30,4,64.21579955915043,vibration,302.0,337.0,11.589403973509933,0,513.4321000005002,122.0,57.784200440849574,7,1,0,128.0,0.37726371778466494,1
fault,EHCO,0.005,1,0,200.0,thermal,316.0,411.0,30.063291139240505,0,,407.0,207.0,3,1,0,None,0.5983314023901805,0
fault,EHCO,0.005,2,0,200.0,thermal,325.0,325.0,0.0,0,,412.0,212.0,5,1,0,None,0.5999038647679101,0
fault,EHCO,0.005,3,0,200.0,thermal,307.0,324.0,5.537459283387622,0,,397.0,197.0,3,1,0,None,0.5996594070422463,0
fault,EHCO,0.005,4,0,200.0,thermal,394.0,394.0,0.0,0,,411.0,211.0,7,1,0,None,0.5999094943370218,0
fault,EHCO,0.005,5,0,200.0,thermal,334.0,334.0,0.0,0,,407.0,207.0,3,1,0,None,0.5997891362356293,0
fault,EHCO,0.005,6,0,200.0,thermal,297.0,313.0,5.387205387205387,0,,416.0,216.0,3,1,0,None,0.5996578095706144,0
fault,EHCO,0.005,7,0,200.0,thermal,355.0,355.0,0.0,0,,415.0,215.0,6,1,0,None,0.5998561197355567,0
fault,EHCO,0.005,8,0,200.0,thermal,350.0,350.0,0.0,0,,402.0,202.0,3,1,0,None,0.5997371931316998,0
fault,EHCO,0.005,9,0,200.0,thermal,373.0,373.0,0.0,0,,416.0,216.0,3,1,0,None,0.5998881399833434,0
fault,EHCO,0.005,10,0,200.0,thermal,284.0,293.0,3.169014084507042,0,,410.0,210.0,3,1,0,None,0.5996958754122675,0
fault,EHCO,0.005,11,0,200.0,thermal,321.0,392.0,22.118380062305295,0,,409.0,209.0,3,1,0,None,0.5997606813022173,0
fault,EHCO,0.005,12,0,200.0,thermal,313.0,313.0,0.0,0,,416.0,216.0,2,1,0,None,0.599923456140529,0
fault,EHCO,0.005,13,0,200.0,thermal,312.0,332.0,6.41025641025641,0,,409.0,209.0,3,1,0,None,0.5997907925997685,0
fault,EHCO,0.005,14,0,200.0,thermal,280.0,280.0,0.0,0,,401.0,201.0,3,1,0,None,0.5997283874450241,0
fault,EHCO,0.005,15,0,200.0,thermal,369.0,369.0,0.0,0,,403.0,203.0,3,1,0,None,0.5998789831043911,0
fault,EHCO,0.005,16,0,200.0,thermal,300.0,300.0,0.0,0,,401.0,201.0,3,1,0,None,0.5998045542553166,0
fault,EHCO,0.005,17,0,200.0,thermal,391.0,391.0,0.0,0,,398.0,198.0,3,1,0,None,0.5999870982251243,0
fault,EHCO,0.005,18,0,200.0,thermal,428.0,428.0,0.0,0,,415.0,215.0,0,1,0,None,0.5995923099829503,0
fault,EHCO,0.005,19,0,200.0,thermal,308.0,308.0,0.0,0,,410.0,210.0,3,1,0,None,0.5997598108676749,0
fault,EHCO,0.005,20,0,200.0,thermal,399.0,399.0,0.0,0,,416.0,216.0,3,1,0,None,0.5999873760679302,0
fault,EHCO,0.005,21,0,200.0,thermal,337.0,337.0,0.0,0,,390.0,190.0,3,1,0,None,0.5998479473032869,0
fault,EHCO,0.005,22,0,200.0,thermal,344.0,379.0,10.174418604651162,0,,419.0,219.0,3,1,0,None,0.5997134844855134,0
fault,EHCO,0.005,23,0,200.0,thermal,357.0,357.0,0.0,0,,379.0,179.0,3,1,0,None,0.5996983160459138,0
fault,EHCO,0.005,24,0,200.0,thermal,275.0,281.0,2.181818181818182,0,,400.0,200.0,3,1,0,None,0.5996762607571894,0
fault,EHCO,0.005,25,0,200.0,thermal,356.0,356.0,0.0,0,,421.0,221.0,2,1,0,None,0.5997037770960094,0
fault,EHCO,0.005,26,0,200.0,thermal,285.0,285.0,0.0,0,,417.0,217.0,3,1,0,None,0.5999836706084734,0
fault,EHCO,0.005,27,0,200.0,thermal,473.0,473.0,0.0,0,,404.0,204.0,0,1,0,None,0.5996700922838583,0
fault,EHCO,0.005,28,0,200.0,thermal,335.0,335.0,0.0,0,,404.0,204.0,3,1,0,None,0.5999070276461972,0
fault,EHCO,0.005,29,0,200.0,thermal,348.0,348.0,0.0,0,,411.0,211.0,3,1,0,None,0.5997392141609929,0
fault,EHCO,0.005,30,0,200.0,thermal,302.0,302.0,0.0,0,,410.0,210.0,3,1,0,None,0.599674847614752,0
fault,EHCO,0.005,1,1,139.2060032799555,vibration,316.0,374.0,18.354430379746837,0,495.9426000023086,159.0,19.793996720044504,1,1,0,219.0,0.3906156270536993,1
fault,EHCO,0.005,2,1,139.2060032799555,vibration,325.0,309.0,-4.923076923076923,0,485.5544000020018,156.0,16.793996720044504,4,1,0,219.0,0.42640123990022427,1
fault,EHCO,0.005,3,1,139.2060032799555,vibration,307.0,328.0,6.840390879478828,0,503.9952000006451,163.0,23.793996720044504,5,1,0,194.0,0.4089461376222586,1
fault,EHCO,0.005,4,1,139.2060032799555,vibration,394.0,339.0,-13.959390862944163,0,496.60100000255625,159.0,19.793996720044504,5,1,0,215.0,0.4140755053249781,1
fault,EHCO,0.005,5,1,139.2060032799555,vibration,334.0,331.0,-0.8982035928143712,0,508.29199999861885,155.0,15.793996720044504,2,1,0,195.0,0.39656822053961743,1
fault,EHCO,0.005,6,1,139.2060032799555,vibration,297.0,340.0,14.47811447811448,0,492.85170000075595,157.0,17.793996720044504,1,1,0,205.0,0.40293482202297415,1
fault,EHCO,0.005,7,1,139.2060032799555,vibration,355.0,315.0,-11.267605633802818,0,491.19059999793535,156.0,16.793996720044504,7,1,0,220.0,0.4204471246651237,1
fault,EHCO,0.005,8,1,139.2060032799555,vibration,350.0,314.0,-10.285714285714285,0,502.858700001525,163.0,23.793996720044504,7,1,0,223.0,0.4459043409714145,1
fault,EHCO,0.005,9,1,139.2060032799555,vibration,373.0,320.0,-14.209115281501342,0,483.04660000212607,157.0,17.793996720044504,1,1,0,224.0,0.4258984208087685,1
fault,EHCO,0.005,10,1,139.2060032799555,vibration,284.0,291.0,2.464788732394366,0,461.6787999984808,159.0,19.793996720044504,5,1,0,209.0,0.45103344934782885,1
fault,EHCO,0.005,11,1,139.2060032799555,vibration,321.0,352.0,9.657320872274143,0,516.328000001522,161.0,21.793996720044504,6,1,0,220.0,0.41085465235987967,1
fault,EHCO,0.005,12,1,139.2060032799555,vibration,313.0,353.0,12.779552715654951,0,478.50649999963935,160.0,20.793996720044504,2,1,0,185.0,0.39149916068927315,1
