metric,algo_a,algo_b,wilcoxon_p,cohen_dz,mean_a,mean_b,holm_p
hv,AW-NSGA-II,NSGA-II-2obj,2.7939677238464355e-09,-1.5940090562106175,0.46263540343255743,0.22212508636382455,1.6763806343078613e-08
hv,AW-NSGA-II,NSGA-II-3obj,0.9927309919148684,0.4454314442409394,0.46263540343255743,0.5499653349997435,1.0
hv,AW-NSGA-II,NSGA-III,0.6939971931278706,0.11610364968343968,0.46263540343255743,0.48459558446634615,1.0
hv,AW-NSGA-II,MOEA/D,0.9999999953433871,1.7413557997931786,0.46263540343255743,0.7898491599387049,1.0
hv,AW-NSGA-II,GA-SA,0.4435974042862654,-0.01441252390063207,0.46263540343255743,0.4593363298404344,1.0
hv,AW-NSGA-II,A*-GA,1.862645149230957e-09,-2.238208851965643,0.46263540343255743,0.11985543098401968,1.30385160446167e-08
hv,AW-NSGA-II,LWC,0.9540251865983009,0.3831984558330177,0.46263540343255743,0.5328728583956517,1.0
