seed,algo,row,f1,f2,f3,f4,knee
2,NSGA-II-2obj,3,302.33333333333337,2151.3080933766864,1363.1666666666667,0.0,0
2,NSGA-II-2obj,4,306.6666666666667,2148.682637466378,1367.5000000000002,0.0,0
2,NSGA-II-2obj,5,296.66666666666663,2177.854873482593,1351.3333333333335,0.0,0
2,NSGA-II-2obj,6,304.33333333333337,2149.150352691092,1356.0000000000002,0.0,0
2,NSGA-II-2obj,7,318.6666666666667,2084.0202070083587,1349.3333333333333,0.0,0
2,NSGA-II-2obj,8,314.0,2090.6120500824195,1352.6666666666667,0.0,0
2,NSGA-II-2obj,9,302.33333333333337,2151.3080933766864,1363.1666666666667,0.0,0
2,NSGA-II-2obj,10,309.66666666666663,2103.545361592923,1345.1666666666667,0.0,0
2,NSGA-II-3obj,0,276.33333333333337,2166.3129673893463,1283.0000000000002,0.0,1
2,NSGA-II-3obj,1,276.33333333333337,2195.6205419167927,1275.9999999999998,0.0,0
2,NSGA-II-3obj,2,276.33333333333337,2166.3129673893463,1283.0000000000002,0.0,0
2,NSGA-II-3obj,3,310.33333333333337,2141.2574605504174,1302.8333333333335,0.0,0
2,NSGA-II-3obj,4,296.0,2192.901503279587,1282.8333333333335,0.0,0
2,NSGA-II-3obj,5,276.33333333333337,2163.6480785004574,1291.0000000000002,0.0,0
2,NSGA-II-3obj,6,276.33333333333337,2195.6205419167927,1275.9999999999998,0.0,0
2,NSGA-II-3obj,7,285.6666666666667,2151.7888735199685,1316.6666666666667,0.0,0
2,NSGA-II-3obj,8,293.6666666666667,2144.9940721574744,1307.6666666666665,0.0,0
2,NSGA-II-3obj,9,301.3333333333333,2156.4643274770665,1296.3333333333335,0.0,0
2,NSGA-II-3obj,10,293.0,2140.587538695688,1310.0000000000002,0.0,0
2,NSGA-II-3obj,11,293.0,2140.587538695688,1310.0000000000002,0.0,0
2,NSGA-II-3obj,12,293.0,2153.9202794364287,1307.3333333333335,0.0,0
2,NSGA-II-3obj,13,310.33333333333337,2147.2325763648555,1302.0,0.0,0
2,NSGA-II-3obj,14,276.33333333333337,2163.6480785004574,1291.0000000000002,0.0,0
2,NSGA-II-3obj,15,293.0,2140.587538695688,1310.0000000000002,0.0,0
